base,id_formula,idcolor,descripcion,formula_1l
DEEP,98342,17C3D,ORANGE GLINT,C=10 | R=15 | T=15
DEEP,98343,17C3D SYC,ORANGE GLINT,C=10 | SS=30 | T=15
DEEP,98344,17C4D,GLAZED CARROT,C=24 | R=36 | T=36
DEEP,98356,18B3D,ORANGE DROP,R=5 | T=30 | V=5
DEEP,98357,18B3D SYC,ORANGE DROP,M=8 | SS=10 | T=30
DEEP,98358,18B4D,ORANGE PEEL,R=12 | T=72 | V=12
DEEP,98359,18B4D SYC,18B4D SYC,M=20.5 | SS=19 | T=66
DEEP,98364,18C3D,MANGO,F=4 | R=4 | T=24
DEEP,98365,18C3D SYC,MANGO,F=4 | SS=8 | T=24
DEEP,98366,18C4D,LACQUIER ORANGE,F=10 | R=10 | T=60
DEEP,98367,18C4D SYC,LACQUIER ORANGE,F=10 | SS=20 | T=60
DEEP,98378,19B3D,TANGERINE,R=6 | T=36
DEEP,98379,19B3D SYC,19B3D SYC,SS=12 | T=36
DEEP,98380,19B4D,ORANGE FLARE,R=14 | T=84
DEEP,98381,19B4D SYC,ORANGE FLARE,SS=28 | T=84
DEEP,98386,19C3D,SQUASH,C=12 | R=6 | T=24
DEEP,98387,19C3D SYC,SQUASH,C=12 | SS=12 | T=24
DEEP,98388,19C4D,INDIAN CORN,C=28 | R=14 | T=56
DEEP,98389,19C4D SYC,INDIAN CORN,C=28 | SS=28 | T=56
DEEP,98396,20B3D,SMOKED SEVILLE,C=30 | F=5 | L=5
DEEP,98397,20B4D,CATTAIL,C=72 | F=12 | L=12
DEEP,98400,20C3D,COPPER KETTLE,F=5 | I=10 | T=25
DEEP,98401,20C4D,HASH BROWN,F=12 | I=24 | T=60
DEEP,98402,2187,XXX,C=16 | I=20 | L=60
DEEP,98408,21B3D,CHEROKEE TAN,F=7 | I=14 | T=21
DEEP,98409,21B4D,INDIA,F=16 | I=32 | T=48
DEEP,98412,21C3D,ICED COFFEE,F=4 | I=18 | T=12
DEEP,98413,21C4D,AUBURN,F=12 | I=48 | T=36
DEEP,98414,2299,XXX,F=35 | V=49
DEEP,98420,22B3D,BUCKEYE,C=30 | F=12
DEEP,98421,22B4D,ORANGE BERRY,C=70 | F=28
DEEP,98424,22C3D,AMBER LEAF,C=15 | F=10 | T=15
DEEP,98425,22C4D,BRIGHT SIENNA,C=36 | F=24 | T=36
DEEP,98429,2334,XXX,L=7 | R=9.5 | T=48
DEEP,98435,23B3D,TANGELO,C=36 | F=6
DEEP,98436,23B4D,BURNT ORANGE,C=84 | F=14
DEEP,98439,23C3D,TAWNY COPPER,C=30 | F=6 | L=6
DEEP,98440,23C4D,SPANISH NUT,C=70 | F=14 | L=14
DEEP,98446,24B3D,HARVEST TAN,B=8 | F=8 | T=20
DEEP,98447,24B4D,COCOA MIX,B=17 | F=15 | T=40
DEEP,98450,24C3D,COCOA BEAN,B=10 | F=10 | T=25
DEEP,98451,24C4D,FUDGE,B=22 | F=20 | T=42
DEEP,98457,25B3D,FRANCISCAN ROBE,C=10 | I=5 | L=25
DEEP,98458,25B4D,TULIP WOOD,C=24 | I=12 | L=60
DEEP,98461,25C3D,TARRAGON,C=7 | I=7 | L=28
DEEP,98462,25C4D,BRUSHWOOD,C=16 | I=16 | L=64
DEEP,98469,26B3D,COCOTONE,B=12 | F=6 | L=24
DEEP,98470,26B4D,EARTH BROWN,B=28 | F=14 | L=56
DEEP,98473,26C3D,EASTON BROWN,B=15 | F=5 | L=20
DEEP,98474,26C4D,RANCH MINK,B=36 | F=12 | L=48
DEEP,98485,27B3D,TIBETAN GOLD,R=1 | T=42
DEEP,98486,27B3D SYC,TIBETAN GOLD,SS=2 | T=42
DEEP,98487,27B4D,MOUNTAIN MARIGOLD,R=2 | T=84
DEEP,98488,27B4D SYC,27B4D SYC,SS=4 | T=84
DEEP,98491,27C3D,CLARION,C=3 | F=1 | T=48
DEEP,98492,27C4D,CALLIOPE,C=6 | F=2 | T=96
DEEP,98499,28B4D,SUNFLOWER,T=96
DEEP,98503,28C4D,GOLDEN LAUGHTER,C=19 | T=76
DEEP,98510,29B4D,MAYAN,AXX=72 | T=24
DEEP,98514,29C4D,SUN VALLEY,AXX=48 | T=48
DEEP,98521,30B4D,SUNLIGHT,AXX=84 | T=12
DEEP,98524,30C3D,GOURMET MUSTARD,AXX=80 | C=14 | L=2
DEEP,98532,31B4D,SPECTRUM YELLOW,AXX=84 | C=6
DEEP,98535,31C3D,OLIVE BISTRE,AXX=30 | C=5 | L=3
DEEP,98536,31C4D,ACACIA,AXX=72 | C=12 | L=6
DEEP,98543,32B4D,LEMON DROP,AXX=117
DEEP,98547,32C4D,LIMEQUAT,AXX=101 | L=5
DEEP,98554,33B4D,SKINNED BARK,AXX=55 | L=8 | T=28
DEEP,98557,33C3D,GLADIATOR,AXX=6 | L=6 | T=30
DEEP,98558,33C4D,POLISHED BRASS,AXX=14 | L=14 | T=70
DEEP,98564,34B3D,COCOON,I=21 | T=21
DEEP,98565,34B4D,OAK BROWN,I=48 | T=48
DEEP,98568,34C3D,GRENADIER GOLD,B=12 | F=6 | T=24
DEEP,98569,34C4D,HOLLANDIA,B=24 | F=12 | T=45
DEEP,98575,35B3D,CAMERON,I=14 | L=7 | T=21
DEEP,98576,35B4D,BURN'T SUGAR,I=32 | L=16 | T=48
DEEP,98579,35C3D,BOCA RATON,C=36 | I=12 | L=16
DEEP,98585,36B2D,HARVEST,C=17 | I=4 | T=17
DEEP,98586,36B3D,GOLDEN OCHRE,C=42 | I=10 | T=42
DEEP,98590,36C3D,CASSEL BROWN,C=72 | I=12 | L=12
DEEP,98597,37B3D,GLITTER GOLD,AXX=10 | C=25 | L=5
DEEP,98598,37B4D,HOT MUSTARD,AXX=24 | C=60 | L=12
DEEP,98601,37C3D,MOONROCK,AXX=10 | C=25 | L=7
DEEP,98608,38B3D,TEMPLE GOLD,C=25 | L=15
DEEP,98609,38B4D,TIBER GOLD,C=60 | L=36
DEEP,98612,38C3D,CASTILIAN,C=10 | L=30
DEEP,98613,38C4D,BAVARIAN BROWN,C=24 | L=72
DEEP,98619,39B3D,DEEP TWILIGHT,AXX=5 | L=35
DEEP,98620,39B4D,PEPPER,AXX=12 | L=84
DEEP,98623,39C3D,CATFISH,B=10 | C=5 | L=25
DEEP,98624,39C4D,OYSTER GRAY,B=24 | C=12 | L=60
DEEP,98630,40B2D,PEEL GREEN,AXX=44 | C=3 | D=1
DEEP,98631,40B3D,BITTER LIME,AXX=88 | C=6 | D=2
DEEP,98634,40C2D,LIGHT CHARTREUSE,AXX=60 | D=2 | L=2
DEEP,98635,40C3D,GREEN FIELDS,AXX=90 | D=3 | L=3
DEEP,98643,41B3D,SPRINGTIDE,AXX=72 | D=4
DEEP,98647,41C3D,GREEN GLITTER,AXX=81 | C=5 | D=8
DEEP,98654,42B3D,CANDY GREEN,AXX=35 | D=5
DEEP,98655,42B4D,SHARP GREEN,AXX=88 | D=13
DEEP,98658,42C3D,GREEN ASPEN,AXX=16 | C=16 | D=8
DEEP,98659,42C4D,NEW HOLLY,AXX=38 | C=38 | D=19
DEEP,98665,43B3D,GREEN CHEER,AXX=35 | D=7
DEEP,98666,43B4D,SHOCKING GREEN,AXX=80 | D=16
DEEP,98669,43C3D,MOSS GREEN,AXX=14 | C=14 | D=14
DEEP,98670,43C4D,DANDELION GREEN,AXX=32 | C=32 | D=32
DEEP,98676,44B3D,CAPE GREEN,AXX=28 | B=4 | D=14
DEEP,98677,44B4D,GRASS GREEN,AXX=56 | B=8 | D=28
DEEP,98680,44C3D,PEA POD,AXX=20 | B=5 | D=15
DEEP,98681,44C4D,POLO GREEN,AXX=52 | B=13 | D=35
DEEP,98688,45B3D,EASTER GREEN,AXX=30 | D=10
DEEP,98689,45B4D,SHAMROCK,AXX=72 | D=24
DEEP,98692,45C3D,CERAMIC JADE,AXX=10 | C=10 | D=20
DEEP,98693,45C4D,GREEN THUMB,AXX=24 | C=24 | D=48
DEEP,98699,46B3D,MERRY GREEN,AXX=24 | D=16
DEEP,98700,46B4D,GUAVA,AXX=57 | D=38
DEEP,98703,46C3D,FREEMONT GREEN,AXX=18 | D=18 | L=6
DEEP,98704,46C4D,GREEN TERRACE,AXX=42 | D=42 | L=14
DEEP,98711,47B3D,POPLAR,C=21 | L=21
DEEP,98712,47B4D,CONTESSA,C=40 | L=43
DEEP,98715,47C3D,DODGE CITY TAN,C=15 | L=25
DEEP,98716,47C4D,MOULIN,C=36 | L=60
DEEP,98722,48B3D,CURRY SPICE,L=21 | T=21
DEEP,98723,48B4D,PEPO,L=48 | T=48
DEEP,98726,48C3D,PEPPER TREE,B=6 | C=36
DEEP,98727,48C4D,BRONZE SHEEN,B=14 | C=84
DEEP,98733,49B3D,RUSSET PEAR,AXX=21 | L=21
DEEP,98734,49B4D,DATE PALM,AXX=48 | L=48
DEEP,98737,49C3D,DRIED SEAWEED,B=13 | C=36 | D=2.5
DEEP,98739,49C4D,GLENDIVE,B=23 | C=61
DEEP,98745,50B3D,SCALLION,C=35 | D=7
DEEP,98746,50B4D,BUDDING BOUGH,C=66 | D=15
DEEP,98749,50C3D,ALPHALPHA,C=28 | D=7 | L=7
DEEP,98750,50C4D,ESSEX GREEN,C=64 | D=16 | L=16
DEEP,98756,51B3D,TWIG GREEN,C=30 | D=10
DEEP,98757,51B4D,LETTUCE GREEN,C=72 | D=24
DEEP,98760,51C3D,LUNAR GREEN,C=20 | D=10 | L=10
DEEP,98761,51C4D,HOLLYHOCK,C=48 | D=24 | L=24
DEEP,98767,52B3D,FLINT RIDGE,B=5 | D=5 | L=30
DEEP,98768,52B4D,GUN  METAL,B=12 | D=12 | L=72
DEEP,98771,52C3D,MARINER'S GRAY,B=10 | D=5 | L=25
DEEP,98772,52C4D,GLADSTONE,B=24 | D=12 | L=60
DEEP,98779,53B3D,JEWEL GREEN,AXX=21 | D=21
DEEP,98780,53B4D,DUBLIN DELIGHT,AXX=50 | D=48
DEEP,98783,53C3D,GREEN SAPPHIRE,AXX=15 | D=20 | L=5
DEEP,98784,53C4D,MINNESOTA GREEN,AXX=36 | D=48 | L=12
DEEP,98790,54B3D,JADE DREAM,AXX=10 | D=30
DEEP,98791,54B4D,ERIN ISLE,AXX=24 | D=72
DEEP,98794,54C3D,CHARADE,C=10 | D=30
DEEP,98795,54C4D,JESTER,C=24 | D=72
DEEP,98801,55B3D,GREEN FLASH,AXX=7 | D=35
DEEP,98802,55B4D,PIQUANT GREEN,AXX=16 | D=80
DEEP,98805,55C3D,HEIRLOOM,D=28 | L=14
DEEP,98806,55C4D,ISE O'GREEN,D=64 | L=32
DEEP,98812,56B3D,YAMA LIGHT,D=42
DEEP,98813,56B4D,BRIGHT JADE,D=96
DEEP,98816,56C3D,AQUA POOL,B=7 | D=35
DEEP,98817,56C4D,GEMSTONE,B=16 | D=80
DEEP,98818,5702T SYC,5702T SYC,F=9.5 | SS=8.5 | T=29
DEEP,98824,57B3D,BAHAMA SEA,D=35 | E=7
DEEP,98828,57C3D,INDIAN TURQUOISE,B=7 | D=28 | E=7
DEEP,98829,57C4D,AIRLAND BLUE,B=15 | D=58 | E=12
DEEP,98835,58B3D,TIARA TURQUOISE,D=28 | E=14
DEEP,98836,58B4D,BRIGHT AQUA,D=64 | E=32
DEEP,98839,58C3D,DANUBE,B=7 | D=21 | E=14
DEEP,98840,58C4D,CATALINA,B=16 | D=48 | E=32
DEEP,98846,59B3D,MEDITERRANEAN,D=21 | E=21
DEEP,98847,59B4D,UNICORN BLUE,D=45 | E=41
DEEP,98850,59C3D,BLUE MOOD,B=8 | D=15 | E=18
DEEP,98851,59C4D,SCARBOROUGH,B=17 | D=31 | E=41
DEEP,98852,5C3D SYC,5C3D SYC,F=10 | M=42
DEEP,98858,60B3D,GREEN DRIFT,C=8 | D=15 | L=20
DEEP,98859,60B4D,BOFFIN GREEN,C=16 | D=32 | L=48
DEEP,98862,60C3D,GREEN SUEDE,AXX=14 | B=14 | D=14
DEEP,98863,60C4D,VERIDIAN,AXX=32 | B=32 | D=32
DEEP,98869,61B3D,INDIA GREEN,B=7 | D=14 | L=21
DEEP,98870,61B4D,WHARF GREEN,B=16 | D=32 | L=48
DEEP,98873,61C3D,BAYOU WATERS,B=14 | D=14 | L=14
DEEP,98874,61C4D,BRINY DEEP,B=32 | D=32 | L=32
DEEP,98880,62B3D,BLUE VEIN,AXX=8 | B=8 | E=24
DEEP,98881,62B4D,ABBEY SLATE,AXX=19 | B=19 | E=57
DEEP,98884,62C3D,DUTCH BLUE,AXX=6 | B=12 | E=24
DEEP,98885,62C4D,CASTLE KEEP,AXX=14 | B=28 | E=56
DEEP,98891,63B3D,PORTLAND BLUE,B=10 | D=15 | E=15
DEEP,98892,63B4D,FIORD BLUE,B=24 | D=36 | E=36
DEEP,98895,63C3D,STRAUSS WALTZ,E=21 | L=21
DEEP,98896,63C4D,DARK SEA,E=48 | L=48
DEEP,98902,64B3D,CHINA BLUE,E=28 | L=14
DEEP,98903,64B4D,FLORENTINE BLUE,E=64 | L=32
DEEP,98906,64C3D,WILLIAMSBURG BLUE,B=16 | E=24
DEEP,98907,64C4D,BLUE MANOR,B=38 | E=57
DEEP,98913,65B3D,ALDEN CHARCOAL,B=25 | D=5 | L=10
DEEP,98914,65B4D,PIPE GRAY,B=60 | D=12 | L=24
DEEP,98917,65C3D,ROUGH SEA,B=35 | D=7
DEEP,98918,65C4D,PEKING,B=80 | D=16
DEEP,98924,66B3D,MARSEILLES BLUES,D=14 | E=28
DEEP,98925,66B4D,NANKING BLUE,D=32 | E=64
DEEP,98928,66C3D,SATURN,B=7 | D=7 | E=28
DEEP,98929,66C4D,MARTINIQUE,B=16 | D=16 | E=64
DEEP,98935,67B3D,GROTTO BLUE,E=42
DEEP,98936,67B4D,SPECTRUM BLUE,E=96
DEEP,98939,67C3D,STORMY BLUE,B=4 | E=32
DEEP,98940,67C4D,BLUEPRINT,B=8 | E=64
DEEP,98951,68B3D,STERLING BLUE,E=35 | V=7
DEEP,98952,68B3D SYC,STERLING BLUE,E=35 | M=11.5
DEEP,98953,68B4D,BONNIE BLUE,E=80 | V=16
DEEP,98954,68B4D SYC,BONNIE BLUE,E=80 | M=26.5
DEEP,98959,68C3D,BLUE SURF,E=30 | L=5 | V=10
DEEP,98960,68C3D SYC,BLUE SURF,E=30 | L=5 | M=16.5
DEEP,98961,68C4D,WILD BLUE,E=72 | L=12 | V=24
DEEP,98962,68C4D SYC,WILD BLUE,E=68.5 | L=11.5 | M=38
DEEP,98973,69B3D,MISTY BLUE,E=30 | V=12
DEEP,98974,69B3D SYC,MISTY BLUE,E=30 | M=20
DEEP,98975,69B4D,BLUE CHARM,E=70 | V=28
DEEP,98976,69B4D SYC,BLUE CHARM,E=70 | M=46.5
DEEP,98981,69C3D,BLUE SUEDE,E=25 | L=2 | V=10
DEEP,98982,69C3D SYC,BLUE SUEDE,E=25 | L=2 | M=16.5
DEEP,98983,69C4D,SOVEREIGN BLUE,E=60 | L=6 | V=24
DEEP,98984,69C4D SYC,69C4D SYC,E=58 | L=6 | M=40
DEEP,98987,7073D SYC,7073D SYC,SS=29 | T=80
DEEP,98988,7083D SYC,7083D SYC,M=17.5 | SS=20 | T=61
DEEP,98999,70B3D,SWEET LILAC,E=24 | V=18
DEEP,99000,70B3D SYC,SWEET LILAC,E=24 | M=30
DEEP,99001,70B4D,PANSY BLUE,E=56 | V=42
DEEP,99002,70B4D SYC,PANSY BLUE,E=52 | M=65
DEEP,99009,70C3D,LILAC VELVET,E=20 | L=2 | V=15
DEEP,99010,70C3D SYC,LILAC VELVET,E=20 | L=2 | M=25
DEEP,99011,70C4D,GRAPE CRUSH,E=48 | L=6 | V=36
DEEP,99012,70C4D SYC,GRAPE CRUSH,E=48 | L=6 | M=60
DEEP,99014,7102,Marquesa,B=7 | M=98 | SS=14
DEEP,99024,7110,Happy Hyacinth,E=4 | M=88
DEEP,99025,7110 S2000,Happy Hyacinth,E=4 | V=53
DEEP,99035,7118,Grape Gift,B=20 | M=80 | SS=10
DEEP,99036,7119,Lilac Lillian,B=15 | M=60 | SS=7.5
DEEP,99046,7126,Queen's Quest,B=5 | E=5 | M=100
DEEP,99047,7127,Winter Violet,B=3.5 | E=3.5 | M=70
DEEP,99056,7134,Royal Attire,E=10 | M=100
DEEP,99057,7134 S2000,Royal Attire,E=10 | V=60
DEEP,99067,7142,Jubilation,B=36 | M=72
DEEP,99068,7143,Pandora's Purple,B=18 | M=36
DEEP,99076,7150,Regal Jewel,E=12 | L=12 | M=72
DEEP,99084,7158,Royal Raul,E=18 | M=90
DEEP,99092,7166,Blooming Lilac,E=21 | L=5 | M=84
DEEP,99093,7166 S2000,Blooming Lilac,E=21 | L=5 | V=51
DEEP,99101,7174,Prince Regent,E=14 | L=42 | M=56
DEEP,99102,7175,Pansy Petals,E=9 | L=25 | M=36
DEEP,99109,7182,Purple Pansies,B=50 | M=50
DEEP,99117,7190,Vintage Velvet,B=36 | E=12 | M=72
DEEP,99118,7191,Suzette,B=21 | E=7 | M=42
DEEP,99125,7198,Plum Berry,E=26 | L=15 | M=78
DEEP,99126,7199,Grape Gathering,E=16 | L=9 | M=48
DEEP,99137,71B3D,ASTER PURPLE,E=18 | V=24
DEEP,99138,71B3D SYC,ASTER PURPLE,E=18 | M=40
DEEP,99139,71B4D,MAJESTIC,E=42 | V=56
DEEP,99145,71C3D,DAYBREAK,E=15 | L=5 | V=20
DEEP,99146,71C3D SYC,DAYBREAK,E=15 | L=5 | M=33
DEEP,99147,71C4D,PURPLE MYSTERY,E=36 | L=12 | V=48
DEEP,99155,7206,Exotic Beauty,E=34 | M=85
DEEP,99172,7222,Mountain Vale,B=21 | E=28 | M=63
DEEP,99173,7223,Premiere Purple,B=12 | E=16 | M=36
DEEP,99180,7230,Flirty Fran,B=48 | E=24 | M=48
DEEP,99189,7238,Deep Water,E=36 | L=15 | M=54
DEEP,99190,7238 S2000,Deep Water,E=36 | L=15 | V=32.5
DEEP,99198,7246,Blue Bounty,E=60 | M=60
DEEP,99217,7263,Cape Horn,B=12 | E=18 | M=24
DEEP,99224,7270,Harbor Blue,E=43 | L=10 | M=43
DEEP,99232,7278,True to Blue,E=56 | M=42
DEEP,99233,7278 S2000,SELECCION Y COMB 7278 S-2000,E=56 | V=25
DEEP,99243,7286,Bright Periwinkle,E=45 | L=30 | M=45
DEEP,99244,7287,Jersey Blueberry,E=36 | L=24 | M=36
DEEP,99251,7294,Blue Monday,B=22 | E=66 | M=33
DEEP,99267,72B3D,MATTHEW'S PURPLE,E=10 | V=30
DEEP,99268,72B3D SYC,MATTHEW S PURPLE,E=10 | M=50
DEEP,99269,72B4D,HYACINTH,E=24 | V=72
DEEP,99275,72C3D,IRIS PETAL,E=12 | V=30
DEEP,99276,72C3D SYC,IRIS PETAL,E=12 | M=50
DEEP,99277,72C4D,VIOLET SEQUIN,E=28 | V=70
DEEP,99281,7302,Pleasant Lake,B=28 | E=56 | M=28
DEEP,99282,7303,Sea of Marma,B=18 | E=36 | M=18
DEEP,99290,7311,Brave New World,B=18 | E=20 | M=6
DEEP,99297,7318,Transcendent Blue,E=75 | M=30
DEEP,99306,7326,Soothing Sapphire,E=84 | M=21
DEEP,99314,7334,Freedom Blue,E=66 | L=28 | M=28
DEEP,99315,7335,Water Sapphire,E=38 | L=19 | M=19
DEEP,99322,7342,Wakeby Beach,E=64 | L=16 | M=16
DEEP,99323,7342 S2000,Wakeby Beach,E=67 | L=16 | V=10
DEEP,99332,7350,Port of Call,E=96
DEEP,99340,7358,Hidden Springs,E=84 | L=12
DEEP,99348,7366,Blue Suede Shoes,B=45 | E=75
DEEP,99356,7374,Break for Blues,D=7 | E=84 | L=7
DEEP,99357,7375,Blue Flax,D=3.6 | E=43.5 | L=3
DEEP,99364,7382,Dusk Blue,B=23 | E=46 | L=46
DEEP,99372,7390,Mar Del Playa,B=19 | E=76 | L=19
DEEP,99373,7391,Mood of Blue,B=8 | E=32 | L=8
DEEP,99380,7398,Misty Bay,B=18 | E=54 | L=36
DEEP,99381,7399,Sioux Blue,B=9 | E=27 | L=18
DEEP,99387,73B3D,COPENHAGEN,B=21 | E=21
DEEP,99388,73B4D,BEETHOVEN BLUE,B=48 | E=48
DEEP,99391,73C3D,ALPINE,B=28 | E=14
DEEP,99392,73C4D,SYMPHONY BLUE,B=64 | E=32
DEEP,99399,PAN 7461,PAN 7461,D=28.3 | E=90
DEEP,99407,7414,Ocean Blues,E=60 | L=60
DEEP,99415,7422,Sea of Blue,D=11 | E=44 | L=44
DEEP,99423,7430,Puerto Mio,D=27 | E=63 | L=9
DEEP,99431,7438,Navajo Turquoise,D=50 | E=50
DEEP,99439,7446,Celadon Sea,D=38 | E=38 | L=19
DEEP,99447,7454,Aqua Marine,D=48 | E=32 | L=16
DEEP,99455,7462,Cove Point,D=12 | E=36 | L=72
DEEP,99463,7470,Time for Teal,B=32 | D=64 | E=16
DEEP,99471,7478,Mandalay Bay,B=40 | D=60 | L=20
DEEP,99479,7486,Tropical Teal,D=48 | E=24 | L=48
DEEP,99480,7487,Peaceful Pond,D=20 | E=10 | L=20
DEEP,99487,7494,Walk in the Park,D=44 | E=11 | L=44
DEEP,99498,74B3D,POTTERY BLUE,B=10 | E=30
DEEP,99499,74B4D,LA TRAVIATA,B=24 | E=72
DEEP,99502,74C3D,NIGHT FALL,B=14 | E=28
DEEP,99503,74C4D,BOUNDARY WATERS,B=32 | E=64
DEEP,99506,7502,Soothing Song,D=76 | E=19
DEEP,99514,7510,So Jaded,D=90 | E=10
DEEP,99522,7518,Jade Green,D=96
DEEP,99530,7526,Time to Grow,B=8 | D=80 | L=16
DEEP,99538,7534,Pleasant Pine,D=80 | L=16
DEEP,99546,7542,Emerald Valley,B=17 | C=17 | D=85
DEEP,99554,7550,Emerald Acres,C=12 | D=91
DEEP,99562,7558,Jasmine Jazz,B=15 | C=30 | D=75
DEEP,99570,7566,Peaceful Thyme,AXX=24 | D=72
DEEP,99578,7574,Green Garnish,C=15 | D=60 | L=30
DEEP,99586,7582,Garden Leaf,B=10 | C=30 | D=50
DEEP,99594,7590,Paradise Palm,AXX=40 | D=80
DEEP,99602,7598,Garden Lane,D=72 | T=24
DEEP,99614,75B3D,RIVIERA SKY,B=7 | E=28 | V=7
DEEP,99615,75B3D SYC,RIVIERA SKY,B=7 | E=28 | M=11.5
DEEP,99616,75B4D,BLUE SHADOW,B=16 | E=64 | V=16
DEEP,99617,75B4D SYC,BLUE SHADOW,B=16 | E=64 | M=26.5
DEEP,99622,75C3D,NAPOLEAN,B=14 | E=35 | V=7
DEEP,99623,75C3D SYC,NAPOLEAN,B=14 | E=35 | M=11.5
DEEP,99632,7606,Summer Sumac,D=64 | T=32
DEEP,99640,7614,Peaceful Meadow,AXX=50 | D=50
DEEP,99648,7622,Woodland Sage,B=10 | C=40 | D=40
DEEP,99656,7630,Garden Romance,B=8 | C=48 | D=40
DEEP,99657,7631,Nature's Bounty,B=4 | C=24 | D=20
DEEP,99664,7638,Jardinera,C=48 | D=48
DEEP,99672,7646,Pilar Park,D=50 | T=50
DEEP,99680,7654,Elmvale,AXX=72 | D=24
DEEP,99688,7662,Hidden Hills,AXX=84 | D=14
DEEP,99696,7670,Green Jeans,AXX=50 | C=25 | D=25
DEEP,99704,7678,Jungle Birds,AXX=60 | D=20 | L=40
DEEP,99712,7686,Forest Ranger,B=10 | C=60 | D=20
DEEP,99713,7687,Cedar Lake,B=6 | C=36 | D=12
DEEP,99720,7694,Latest Lime,AXX=48 | C=48 | D=24
DEEP,99736,76B3D,MILANO,B=5 | E=25 | V=10
DEEP,99737,76B3D SYC,MILANO,B=5 | E=25 | M=16.5
DEEP,99738,76B4D,ANTIOCH BLUE,B=12 | E=60 | V=24
DEEP,99739,76B4D SYC,ANTIOCH BLUE,B=12 | E=60 | M=40
DEEP,99744,76C3D,PURPLE RIBBON,B=7 | E=21 | V=14
DEEP,99745,76C3D SYC,PURPLE RIBBON,B=7 | E=21 | M=23
DEEP,99746,76C4D,PRINCE,B=16 | E=48 | V=32
DEEP,99747,76C4D SYC,PRINCE,B=16 | E=48 | M=53
DEEP,99751,7703,Summer Orchard,AXX=96 | D=8
DEEP,99758,7710,Sour Apple,AXX=77 | C=11 | D=11
DEEP,99766,7718,Jeans Greens,C=96 | D=24
DEEP,99774,7726,Green Apple Peels,AXX=56 | C=28 | D=14
DEEP,99782,7734,Lime Sorbet,AXX=84 | C=7 | D=7
DEEP,99790,7742,Burst of Lime,AXX=110 | D=5
DEEP,99798,7750,Sweet Kiwi,AXX=88 | C=4 | D=4
DEEP,99806,7758,Green Zucchini,AXX=99 | C=3 | D=3
DEEP,99807,7759,Balsam Bough,AXX=66 | C=2 | D=2
DEEP,99814,7766,Jive Clive,AXX=84 | C=21 | D=7
DEEP,99822,7774,Wow,AXX=111 | D=1.5
DEEP,99823,7775,Lime Ricky,AXX=42.5 | D=1
DEEP,99831,7782,Point Verde,B=12 | C=72 | D=12
DEEP,99832,7783,Aged Avocado,B=6 | C=36 | D=6
DEEP,99839,7790,Aged Olive,B=12 | C=96 | D=12
DEEP,99840,7791,Retro Avocado,B=7 | C=56 | D=7
DEEP,99847,7798,Spring Asparagus,AXX=22 | C=66 | D=11
DEEP,99859,77B3D,YORKTOWN,E=18 | L=6 | V=18
DEEP,99860,77B3D SYC,YORKTOWN,E=18 | L=6 | M=30
DEEP,99861,77B4D,TUSCANY BLUE,E=42 | L=14 | V=42
DEEP,99862,77B4D SYC,TUSCANY BLUE,E=39 | L=13 | M=65
DEEP,99867,77C3D,SMOKED HEATHER,B=10 | E=10 | V=20
DEEP,99868,77C3D SYC,SMOKED HEATHER,B=10 | E=10 | M=33
DEEP,99869,77C4D,GRAPE,B=24 | E=24 | V=48
DEEP,99878,7806,Halls of Ivy,AXX=24 | C=84 | D=12
DEEP,99879,7807,Sweet Celery,AXX=14 | C=49 | D=7
DEEP,99886,7814,Foolish Quest,B=8 | C=96 | D=8
DEEP,99887,7815,Dried Pine Needles,B=5 | C=60 | D=5
DEEP,99894,7822,Terra Verde,AXX=96 | B=4
DEEP,99902,7830,Sun Bright,AXX=68.5 | C=4 | D=0.5
DEEP,99910,7838,Garden Element,AXX=96 | L=24
DEEP,99918,7846,Olive Oil,AXX=80 | B=8 | I=8
DEEP,99919,7847,Sheffield,AXX=40 | B=4 | I=4
DEEP,99926,7854,September Sun,AXX=99 | L=11
DEEP,99934,7862,Rajah Gold,AXX=96
DEEP,99942,7870,Sunflower Petal,AXX=91 | T=13
DEEP,99950,7878,Slip into Sunset,AXX=60 | C=60 | D=2
DEEP,99951,7879,The Outback,AXX=30 | C=30 | D=1
DEEP,99958,7886,Botanica Gold,AXX=48 | C=48 | L=24
DEEP,99959,7887,Sunshine Yellow,AXX=30 | C=30 | L=15
DEEP,99966,7894,Sunland Park,AXX=80 | C=10
DEEP,99981,78B3D,CONFEDERATE BLUE,B=21 | E=14 | V=7
DEEP,99982,78B3D SYC,CONFEDERATE BLUE,B=21 | E=14 | M=11.5
DEEP,99983,78B4D,INDIGO VELVET,B=48 | E=32 | V=16
DEEP,99984,78B4D SYC,INDIGO VELVET,B=48 | E=32 | M=26.5
DEEP,99987,78C3D,GRAY TWEED,B=35 | E=7
DEEP,99988,78C4D,DARK SHADOW,B=80 | E=16
DEEP,99991,7902,Somerton,AXX=80 | C=16
DEEP,99999,7910,Golden Girl,AXX=57 | T=38
DEEP,100007,7918,Antique Gold,C=16 | T=80
DEEP,100015,7926,Serengeti Song,AXX=50 | C=50
DEEP,100024,7934,Great Gaucho,C=96
DEEP,100032,7942,Goldfinch,T=96
DEEP,100040,7950,Firefly Glow,SS=4 | T=88
DEEP,100041,7951,Orange Spark,SS=2 | T=44
