base,id_formula,idcolor,descripcion,formula_1l
PASTEL,206037,7170 S2000,Evocative Antonia S2000,E=4 | L=4 | V=10.88
PASTEL,206038,7171 S2000,Carefree Breeze S2000,E=2 | L=2 | V=5.44
PASTEL,206039,7172 S2000,Greek Goddess S2000,E=0.5 | V=1.36
PASTEL,206044,7178 S2000,Purple Pout S2000,E=3 | L=9 | V=8.16
PASTEL,206045,7179 S2000,Lavender Libby S2000,E=1 | L=3 | V=2.72
PASTEL,206046,7180 S2000,Lilac Mist S2000,E=0.5 | L=1.5 | V=1.36
PASTEL,206050,7185 S2000,Hyacinth Haze S2000,B=12 | V=8.16
PASTEL,206051,7186 S2000,Shy Violet S2000,B=6 | V=4.08
PASTEL,206052,7187 S2000,Easter Party S2000,B=3 | V=2.04
PASTEL,206053,7188 S2000,Lilac Breeze S2000,B=1 | V=0.68
PASTEL,206058,7194 S2000,Province S2000,B=7.5 | E=2.5 | V=10.2
PASTEL,206059,7195 S2000,Frosty Glaze S2000,B=3 | E=1 | V=4.08
PASTEL,206060,7196 S2000,Fancy That S2000,B=1.5 | E=0.5 | V=2.04
PASTEL,206065,7202 S2000,Pick of the Patch S2000,E=4 | L=2.5 | V=8.16
PASTEL,206066,7203 S2000,Pastel Princess S2000,E=2 | L=1.5 | V=4.08
PASTEL,206067,7204 S2000,Tentative Dawn S2000,E=1 | L=1 | V=2.04
PASTEL,206071,7209 S2000,Peak of Perfection S2000,E=7 | V=11.9
PASTEL,206072,7210 S2000,Flora Vista S2000,E=4 | V=6.8
PASTEL,206073,7211 S2000,Little Cutie S2000,E=2 | V=3.4
PASTEL,206074,7212 S2000,Natural Beauty S2000,E=1 | V=1.7
PASTEL,206078,7217 S2000,Berry Blush S2000,E=8 | V=10.88
PASTEL,206079,7218 S2000,Beautiful Berry S2000,E=3 | V=4.08
PASTEL,206080,7219 S2000,Edge of Dawn S2000,E=1 | V=1.36
PASTEL,206081,7220 S2000,Alicia S2000,E=0.25 | V=0.34
PASTEL,206086,7226 S2000,Violet Vista S2000,B=4.5 | E=6 | V=9.18
PASTEL,206087,7227 S2000,Little Grapette S2000,B=1.5 | E=2 | V=3.06
PASTEL,206088,7228 S2000,Loyalist S2000,B=0.38 | E=0.5 | V=0.77
PASTEL,206092,7233 S2000,Favorite Things S2000,B=10 | E=5 | V=6.8
PASTEL,206093,7234 S2000,Kecia S2000,B=5 | E=2.5 | V=3.4
PASTEL,206094,7235 S2000,Romance in Bloom S2000,B=2 | E=1 | V=1.36
PASTEL,206095,7236 S2000,Flower Girl S2000,B=1 | E=0.5 | V=0.68
PASTEL,206099,7241 S2000,Casual Blue S2000,E=8 | L=2 | V=8.16
PASTEL,206100,7242 S2000,Tranquil Times S2000,E=4 | L=1 | V=4.08
PASTEL,206101,7243 S2000,Placid Pond S2000,E=2 | L=0.5 | V=2.04
PASTEL,206102,7244 S2000,Breezy Point S2000,E=0.25 | L=0.12 | V=0.08
PASTEL,206105,7249 S2000,Morning Sky S2000,E=11 | V=7.48
PASTEL,206106,7250 S2000,Breezy Blue S2000,E=4 | V=2.72
PASTEL,206107,7251 S2000,Moondancing S2000,E=1.5 | V=1.02
PASTEL,206108,7252 S2000,Icy Blue S2000,E=0.5 | V=0.34
PASTEL,206112,7257 S2000,Big Blue Sky S2000,E=10.5 | V=9.52
PASTEL,206113,7258 S2000,Ballena Bay S2000,E=6 | V=5.44
PASTEL,206114,7260 S2000,April Breeze S2000,E=1.5 | V=1.36
PASTEL,206119,7266 S2000,Bachelor Button S2000,B=6 | E=9 | V=8.16
PASTEL,206120,7267 S2000,Buoyant Blue S2000,B=2 | E=3 | V=2.72
PASTEL,206121,7268 S2000,Mountain Springs S2000,B=0.5 | E=0.75 | V=0.68
PASTEL,206125,7273 S2000,Scuba Blue S2000,E=8.8 | L=2.4 | V=5.92
PASTEL,206126,7274 S2000,By the Bay S2000,E=8 | L=2 | V=5.44
PASTEL,206127,7275 S2000,Blue Dawn S2000,E=4 | L=1 | V=2.72
PASTEL,206128,7276 S2000,Blue Brush Stroke S2000,E=1 | L=1 | V=0.68
PASTEL,206134,7283 S2000,Pale Azure S2000,E=2 | V=1.02
PASTEL,206135,7284 S2000,A Little Bit Blue S2000,E=1 | V=0.51
PASTEL,206139,7289 S2000,Sweet Harbor S2000,E=12 | L=8 | V=8.16
PASTEL,206140,7290 S2000,Out of the Blue S2000,E=4.5 | L=3 | V=3.06
PASTEL,206141,7291 S2000,Moonlight Bay S2000,E=1.5 | L=1 | V=1.02
PASTEL,206142,7292 S2000,Icy Cool S2000,E=0.75 | L=0.5 | V=0.51
PASTEL,206146,7297 S2000,Blissful Blue S2000,B=4 | E=12 | V=4.08
PASTEL,206147,7298 S2000,Sail Away S2000,B=2 | E=6 | V=2.04
PASTEL,206148,7299 S2000,Summer Sky S2000,B=1 | E=3 | V=1.02
PASTEL,206149,7300 S2000,Jet Stream S2000,B=0.25 | E=0.75 | V=0.26
PASTEL,206154,7306 S2000,Quiet Refuge S2000,B=4 | E=8 | V=2.72
PASTEL,206155,7307 S2000,Precious Dew Drop S2000,B=1.5 | E=3 | V=1.02
PASTEL,206156,7308 S2000,June Breeze S2000,B=0.5 | E=1 | V=0.34
PASTEL,206160,7314 S2000,Paradise Found S2000,B=4.5 | E=5 | V=1.02
PASTEL,206161,7315 S2000,In Your Dreams S2000,B=2.5 | E=2.5 | V=0.68
PASTEL,206162,7316 S2000,Soft Beauty S2000,B=1.25 | E=1.25 | V=0.34
PASTEL,206166,7321 S2000,Beautiful View S2000,E=15 | V=4.08
PASTEL,206168,7323 S2000,Walking on Clouds S2000,E=2.5 | V=0.68
PASTEL,206169,7324 S2000,Snow Lake S2000,E=0.63 | V=0.17
PASTEL,206173,7330 S2000,Young Boy Blue S2000,E=10 | V=1.7
PASTEL,206174,7331 S2000,Prairie Day S2000,E=4 | V=0.68
PASTEL,206175,7332 S2000,Calypso Breeze S2000,E=1 | V=0.17
PASTEL,206180,7338 S2000,Creating Tranquility S2000,E=8 | L=4 | V=2.72
PASTEL,206181,7339 S2000,Cody sEyes S2000,E=3 | L=1.5 | V=1.02
PASTEL,206182,7340 S2000,Whisper of Allure S2000,E=1 | L=0.5 | V=0.34
PASTEL,206186,7345 S2000,Make a Splash S2000,E=16 | L=4 | V=2.72
PASTEL,206187,7346 S2000,Blooming Blue S2000,E=6 | L=1.5 | V=1.02
PASTEL,206188,7347 S2000,Bird Bath Blue S2000,E=2 | L=0.5 | V=0.34
PASTEL,206189,7348 S2000,Spring Dew S2000,E=1 | L=0.25 | V=0.17
PASTEL,206193,7953 S2000,Fairy Glitter S2000,R=0.67 | T=12.3
PASTEL,206195,7955 S2000,Tinkerbell Trail S2000,R=0.17 | T=7
PASTEL,206196,7956 S2000,Apricot Mousse S2000,R=0.17 | T=3
PASTEL,206198,7961 S2000,Elberta Peaches S2000,R=1.01 | T=24
PASTEL,206199,7962 S2000,Zahria S2000,R=0.34 | T=8
PASTEL,206201,7964 S2000,Vanilla View S2000,R=0.09 | T=2
PASTEL,206204,7969 S2000,Coral Beach S2000,C=12 | R=2.01 | T=6
PASTEL,206205,7970 S2000,Such A Peach S2000,C=6 | R=1.01 | T=3
PASTEL,206206,7971 S2000,Rave Rachel S2000,C=2 | R=0.34 | T=1
PASTEL,206207,7972 S2000,Soft Shoulders S2000,C=0.5 | R=0.09 | T=0.25
PASTEL,206210,7979 S2000,Quiche Lorraine S2000,R=0.67 | T=5
PASTEL,206213,7985 S2000,Amber Moon S2000,C=10 | R=3.35 | T=10
PASTEL,206215,7987 S2000,Cumberland Cream S2000,C=2 | R=0.67 | T=2
PASTEL,206216,7988 S2000,Moon Maiden S2000,C=1 | R=0.34 | T=1
PASTEL,206219,7993 S2000,Melon Sorbet S2000,R=5.36 | T=16
PASTEL,206220,7995 S2000,Simply Sunset S2000,R=1.34 | T=4
PASTEL,206221,7996 S2000,Villa Nor S2000,R=0.34 | T=1
PASTEL,206225,8001 S2000,Dunhill S2000,C=6 | R=6.03 | T=9
PASTEL,206226,8002 S2000,Bashful Beige S2000,C=3 | R=3.02 | T=4.5
PASTEL,206227,8003 S2000,Pale Dawn S2000,C=1 | R=1.01 | T=1.5
PASTEL,206228,8004 S2000,Thistle Down S2000,C=0.25 | R=0.25 | T=0.38
PASTEL,206231,8009 S2000,Orange Essence S2000,AXX=18 | F=3 | R=2.01
PASTEL,206232,8010 S2000,Peach Beach S2000,AXX=12 | F=2 | R=1.34
PASTEL,206233,8011 S2000,Toes in the Sand S2000,AXX=6 | F=1 | R=0.67
PASTEL,206234,8012 S2000,Milk Shake S2000,AXX=3 | F=0.5 | R=0.34
PASTEL,206238,8025 S2000,Mango Tango S2000,R=8.04 | T=12
PASTEL,206239,8026 S2000,Luminaria S2000,R=4.36 | T=6.5
PASTEL,206240,8027 S2000,Peach Cashmere S2000,R=1.68 | T=2.5
PASTEL,206241,8028 S2000,Peach Complexion S2000,R=0.67 | T=1
PASTEL,206245,8033 S2000,Young Girl S2000,C=8 | R=10.72 | T=2
PASTEL,206246,8034 S2000,Mussel Shell S2000,C=4 | R=5.36 | T=1
PASTEL,206247,8035 S2000,Path of Petals S2000,C=2 | R=2.68 | T=0.5
PASTEL,206248,8036 S2000,First Love S2000,C=1 | R=1.34 | T=0.25
PASTEL,206252,8042 S2000,Baby Cheeks S2000,R=6.7 | T=5
PASTEL,206253,8043 S2000,Dulce Day S2000,R=2.68 | T=2
PASTEL,206254,8044 S2000,Sweet Icing S2000,R=0.67 | T=0.5
PASTEL,206257,8049 S2000,Deco Shell S2000,R=12.06 | T=6
PASTEL,206258,8050 S2000,Rose Hips S2000,R=7.04 | T=3.5
PASTEL,206259,8051 S2000,Sherry Cream S2000,R=3.02 | T=1.5
PASTEL,206260,8052 S2000,Gossamer S2000,R=1.01 | T=0.5
PASTEL,206263,8057 S2000,Rose Point S2000,C=4 | R=12.06
PASTEL,206264,8058 S2000,Bloomsbury S2000,C=3 | R=8.04
PASTEL,206265,8059 S2000,Morningside S2000,C=1.5 | R=4.02
PASTEL,206266,8060 S2000,Devon Dawn S2000,C=0.5 | R=1.34
PASTEL,206269,8065 S2000,Spring Rose S2000,R=13.4 | T=4
PASTEL,206270,8067 S2000,My Sweetheart S2000,R=3.35 | T=1
PASTEL,206271,8068 S2000,Rose Water S2000,R=0.84 | T=0.25
PASTEL,206274,8073 S2000,Rosalie Rose S2000,F=3 | R=14.07
PASTEL,206275,8074 S2000,Romantic Rose S2000,F=1.5 | R=7.04
PASTEL,206276,8075 S2000,Sweet Treat S2000,F=0.5 | R=2.35
PASTEL,206281,8081 S2000,Desert Bloom S2000,F=4 | R=13.4
PASTEL,206282,8082 S2000,Dulce Crystal S2000,F=2 | R=10.05
PASTEL,206283,8083 S2000,Puff of Pink S2000,F=1 | R=3.35
PASTEL,206284,8084 S2000,Pale Perfection S2000,F=0.25 | R=0.84
PASTEL,206288,8089 S2000,Ballet Slippers S2000,F=1 | R=17.42
PASTEL,206289,8090 S2000,Calique S2000,F=0.5 | R=8.71
PASTEL,206290,8091 S2000,Sweet Memories S2000,F=0.25 | R=4.36
PASTEL,206291,8092 S2000,Pink Mist S2000,F=0.13 | R=2.18
PASTEL,206295,8097 S2000,Chenille Spread S2000,R=16.08
PASTEL,206296,8098 S2000,Fuzzy Slippers S2000,R=8.04
PASTEL,206297,8099 S2000,Beth sSmile S2000,R=2.68
PASTEL,206298,8100 S2000,Winged Angel S2000,R=0.67
PASTEL,206302,8106 S2000,Minute Mauve S2000,F=3 | L=6 | V=8.16
PASTEL,206303,8107 S2000,Berry Good S2000,F=1 | L=2 | V=2.72
PASTEL,206304,8108 S2000,Pale Petals S2000,F=0.25 | L=0.5 | V=0.68
PASTEL,206309,8114 S2000,Bliar Rose S2000,I=3 | R=10.05
PASTEL,206310,8115 S2000,Primrose Cottage S2000,I=1 | R=3.35
PASTEL,206311,8116 S2000,Blush of Spring S2000,I=0.25 | R=0.84
PASTEL,206314,8121 S2000,Party Pink S2000,F=3.5 | V=14.28
PASTEL,206315,8122 S2000,Blossom Beauty S2000,F=2 | V=8.16
PASTEL,206316,8123 S2000,Go Girl! S2000,F=1 | V=4.08
PASTEL,206317,8124 S2000,Sweet Illusions S2000,F=0.5 | V=2.04
PASTEL,206320,8129 S2000,Josie sJoy S2000,R=8.04 | V=8.16
PASTEL,206321,8130 S2000,Rose Rhapsody S2000,R=4.02 | V=4.08
PASTEL,206322,8131 S2000,First Dawn S2000,R=2.01 | V=2.04
PASTEL,206323,8132 S2000,Pale Blush S2000,R=0.67 | V=0.68
PASTEL,206327,8137 S2000,Rose Camilla S2000,B=0.5 | R=10.72 | V=5.44
PASTEL,206328,8138 S2000,Baby Blush S2000,R=4.69 | V=2.38
PASTEL,206329,8139 S2000,Sweet Roses S2000,R=2.35 | V=1.36
PASTEL,206330,8140 S2000,Pink Ice S2000,R=0.67 | V=0.34
PASTEL,206334,8145 S2000,Roses in the Snow S2000,L=4 | R=2.68 | V=10.88
PASTEL,206335,8146 S2000,Smidgen of Cloud S2000,L=2 | R=1.34 | V=5.44
PASTEL,206336,8147 S2000,Sheridan S2000,L=1 | R=0.67 | V=2.72
PASTEL,206337,8148 S2000,Prettiest Pale S2000,L=0.5 | R=0.34 | V=1.36
PASTEL,206340,8153 S2000,My Fair Lady S2000,R=1.34 | V=16.32
PASTEL,206342,8155 S2000,Little Princess S2000,R=0.34 | V=4.08
PASTEL,206343,8156 S2000,How Sweet it is! S2000,V=1.02
PASTEL,206347,8161 S2000,Playful Pink S2000,V=16.32
PASTEL,206348,8162 S2000,Shasta Daisy Day S2000,V=8.16
PASTEL,206349,8163 S2000,Darling Daughter S2000,V=2.72
PASTEL,206350,8164 S2000,Sweet Mystery S2000,V=0.68
PASTEL,206354,8169 S2000,Rosarian S2000,B=1 | V=16.32
PASTEL,206355,8170 S2000,Cabbage Rose S2000,B=0.5 | V=10.88
PASTEL,206356,8171 S2000,Spring Petals S2000,B=0.25 | V=5.44
PASTEL,206357,8172 S2000,Rosy View S2000,B=0.13 | V=2.72
PASTEL,206361,8177 S2000,Mauve Mystique S2000,L=8 | V=10.88
PASTEL,206362,8178 S2000,Painted Daisy S2000,L=4 | V=5.44
PASTEL,206363,8179 S2000,First Kiss S2000,L=1.5 | V=2.04
PASTEL,206364,8180 S2000,Blushing Bride S2000,L=0.5 | V=0.68
PASTEL,206369,8186 S2000,Christmas Rose S2000,B=3 | R=10.05
PASTEL,206370,8187 S2000,Fairy Tale S2000,B=1 | R=3.35
PASTEL,206371,8188 S2000,Soft and Sweet S2000,B=0.25 | R=0.84
PASTEL,206376,8194 S2000,Wedding Petals S2000,B=6 | R=12.06
PASTEL,206377,8195 S2000,Crystal Blush S2000,B=3 | R=6.03
PASTEL,206378,8196 S2000,Pink Freeze S2000,B=1 | R=2.01
PASTEL,206382,8202 S2000,Pink Peace S2000,B=6 | R=8.04 | V=2.72
PASTEL,206383,8203 S2000,Sweet and Sassy S2000,B=1.5 | R=2.68 | V=0.68
PASTEL,206384,8204 S2000,Daybreak Mood S2000,B=0.38 | R=0.5 | V=0.17
PASTEL,206389,8210 S2000,Pretty Princess S2000,B=3 | L=9 | V=6.12
PASTEL,206390,8211 S2000,Placid Pink S2000,B=1 | L=3 | V=2.04
PASTEL,206391,8212 S2000,Magical Mourn S2000,B=0.5 | L=1.5 | V=1.02
PASTEL,206395,8218 S2000,Easter Egg S2000,B=3 | L=12 | V=4.08
PASTEL,206396,8219 S2000,Plum Proud S2000,B=1.5 | L=6 | V=2.04
PASTEL,206397,8220 S2000,Grape Expections S2000,B=0.5 | L=2 | V=0.68
PASTEL,206401,8241 S2000,Soft Twilight S2000,B=17.5 | V=4.76
PASTEL,206402,8242 S2000,Baby Baron S2000,B=7 | V=2.04
PASTEL,206403,8243 S2000,Patchouli S2000,B=5 | V=1.36
PASTEL,206404,8244 S2000,Lavender Dew S2000,B=2.5 | V=0.68
PASTEL,206409,8250 S2000,October Sky S2000,B=15 | L=3 | V=2.04
PASTEL,206410,8251 S2000,White Palace S2000,B=5 | L=1 | V=0.68
PASTEL,206411,8252 S2000,Billowing Clouds S2000,B=2.5 | L=0.5 | V=0.34
PASTEL,206414,8473 S2000,Apollodorous S2000,B=10 | C=10 | R=3.35
PASTEL,206415,8474 S2000,Grey Ghost S2000,B=6 | C=6 | R=2.01
PASTEL,206416,8475 S2000,Sierra Snow S2000,B=3 | C=3 | R=1.01
PASTEL,206417,8476 S2000,White Now! S2000,B=1 | C=1 | R=0.34
PASTEL,206422,8683 S2000,Rustic Grace S2000,F=1 | L=1 | R=2.01
PASTEL,206423,8684 S2000,Arapahoe S2000,F=0.25 | L=0.25 | R=0.5
PASTEL,206427,8689 S2000,Demetrio S2000,B=8 | F=8 | V=5.44
PASTEL,206428,8690 S2000,Chambord Charm S2000,B=4 | F=4 | V=2.72
PASTEL,206429,8691 S2000,Mohican Mist S2000,B=2 | F=2 | V=1.36
PASTEL,206430,8692 S2000,Soft Sunrise S2000,B=1 | F=1 | V=0.68
PASTEL,206434,8697 S2000,Spring Thing S2000,B=5 | F=5 | V=10.2
PASTEL,206435,8698 S2000,Think About it S2000,B=2.5 | F=2.5 | V=5.1
PASTEL,206436,8699 S2000,Prelude to Pink S2000,B=1 | F=1 | V=2.04
PASTEL,206437,8700 S2000,Pillow Talk S2000,B=0.5 | F=0.5 | V=1.02
PASTEL,206441,8705 S2000,Laureate S2000,B=2 | I=4 | R=13.4
PASTEL,206442,8706 S2000,Spring Sprig S2000,B=1 | I=2 | R=6.7
PASTEL,206443,8707 S2000,Pearl Pink S2000,B=0.5 | I=1 | R=3.35
PASTEL,206444,8708 S2000,Arctic Lights S2000,B=0.25 | I=0.5 | R=1.68
PASTEL,206448,8713 S2000,Shrub Rose S2000,E=4 | F=4 | R=13.4
PASTEL,206449,8714 S2000,Andrea sAnticipatio S2000,E=3 | F=3 | R=10.05
PASTEL,206451,8716 S2000,Soft Shell S2000,E=0.25 | F=0.25 | R=0.84
PASTEL,206456,8722 S2000,Mirabella S2000,B=1.5 | I=3 | V=8.16
PASTEL,206457,8723 S2000,Pleasant Pastel S2000,B=0.5 | I=1 | V=2.72
PASTEL,206458,8724 S2000,Liquid Lavender S2000,B=0.5 | I=0.5 | V=1.36
PASTEL,206461,8729 S2000,Glory Days S2000,E=3 | I=12 | V=12.24
PASTEL,206462,8730 S2000,Yesterday sRoses S2000,E=2 | I=8 | V=8.16
PASTEL,206463,8731 S2000,Soft Cashmere S2000,E=0.5 | I=2 | V=2.04
PASTEL,206464,8732 S2000,Pink Pixie S2000,E=0.25 | I=1 | V=1.02
PASTEL,206469,8738 S2000,Old Garden Roses S2000,B=3 | I=6 | V=4.08
PASTEL,206470,8739 S2000,Sophia S2000,B=1 | I=2 | V=1.36
PASTEL,206471,8740 S2000,Pink Divinity S2000,B=0.5 | I=1 | V=0.68
PASTEL,206472,8796 S2000,Ala de cisne S2000,AXX=0.13 | I=0.13 | R=0.09
PASTEL,206542,ALB 03YY59/088,ALB 03YY59/088,B=2.3 | C=4.7 | F=1.1
PASTEL,206543,ALB 34YY76/174,ALB 34YY76/174,B=0.2 | C=6.5
PASTEL,206577,ALB 81YR85/004,ALB 81YR85/004,B=0.2 | I=0.2
PASTEL,207639,ALB 99YY82/124,ALB 99YY82/124,AXX=2 | C=2 | D=0.9
PASTEL,207640,ALB 10GY86/138,ALB 10GY86/138,AXX=3.5 | C=0.5 | D=0.5
PASTEL,207662,Amoac,Amoac,B=1.5 | C=3 | F=0.25 | I=0.5 | L=3.5
PASTEL,207739,-(8756),8756 -50% P. Gonzalez,B=1 | C=0.5 | I=1.5
PASTEL,207756,ALB 02BB81/030 S-2000,ALB 02BB81/030,E=0.6 | V=0.5
PASTEL,207773,SW 6030,SW 6030,B=8 | C=0.6 | F=3.9
PASTEL,207821,ALB 52BB75/036 S2000,ALB 52BB75/036,E=0.5 | V=1
PASTEL,207822,ALB 70YY83/075,ALB 70YY83/075,AXX=1.8 | L=0.7
PASTEL,207832,ALB 62YY86/253,ALB 62YY86/253,AXX=13.5
PASTEL,207833,ALB 53YY88/112,ALB 53YY88/112,AXX=2.6 | C=0.3
PASTEL,207866,ALB 82YR55/140,ALB 82YR55/140,C=6.2 | I=7.9
PASTEL,207886,CI 0032,Ice Dream,AXX=1 | B=0.5
PASTEL,207902,TER 2732,TER 2732,C=1 | D=4
PASTEL,207904,CB V091 S2000,Adormecida,R=1.3 | T=2.1
PASTEL,207908,CB D204 S2000,Merengue,AXX=1.1 | V=0.4
PASTEL,207960,SW 7626,SW 7626,B=1.1 | C=0.2 | F=0.1
PASTEL,207981,ALB 30GG75/111,ALB 30GG75/111,C=1 | D=4
PASTEL,207985,HIDRO Marfil Champagne,Hidroesmalte Marfil Champagne,C=9.8 | L=12
PASTEL,207997,COL B129-3,COL B129-3,B=8.8 | E=14
PASTEL,208008,0021-M,0021-M Rusconi,AXX=0.75 | B=2 | C=0.25 | E=0.25 | KX=3
PASTEL,208009,SUV S153,SUV S153,B=7 | C=10 | F=1.5
PASTEL,208020,CI 0680-M,Celeste Docci ajuste,D=17 | E=3
PASTEL,208026,ALB 30GG61/010-M,Pena plateada - Eugenia,B=8.5 | C=1.5
PASTEL,208027,ALB 30BB72/003-M,Toque de Gris - Eugenia,B=2.5 | C=0.13
PASTEL,208047,ALB 45YY63/251,ALB 45YY63/251,C=18.7 | D=1.1
PASTEL,208061,Marfil-M2,Marfil-M - Conciencia - Madre Andres,C=6.38 | L=1.88
PASTEL,208094,OW 148-M,OW 148-M MUNINI,AXX=0.5 | I=0.5 | KX=1 | L=0.5 | T=0.25
PASTEL,208132,ALB 56YY85/109,ALB 56YY85/109,L=0.5 | T=1.5
PASTEL,208147,ALB 7398,ALB 7398,B=0.6 | E=1.2 | L=1.5
PASTEL,208177,ALB 45YY77/183,ALB 45YY77/183,AXX=5 | C=5 | L=2.5
PASTEL,208178,ALB 90RR68/090 S2000,ALB 90RR68/090,F=1 | L=2 | V=2.72
PASTEL,208212,8459-M,8459-M+C Lamon,B=1.75 | C=3.25 | F=0.25
PASTEL,208223,TER 3283,TER 3283,B=6 | C=6 | I=6
PASTEL,208224,TER 1130,TER 1130,B=0.5
PASTEL,208286,ALB 10YR67/100 S2000,ALB10 YR67/100,F=1.1 | L=1.2 | R=2.2
PASTEL,208305,ALB 17GY68/005 S2000,ALB 17GY68/005,B=4 | C=0.5 | I=1 | V=0.5
PASTEL,208308,SUV X052,SUV X052,C=12 | L=5
PASTEL,208334,CI 0021,Barely White,AXX=0.5 | B=1.5 | C=0.4
PASTEL,208352,ALB 79GG75/125,ALB 79GG75/125,D=2.6 | E=0.8 | L=1.6
PASTEL,208376,FER 400,COPAUPS,B=9 | C=10 | F=1
PASTEL,208380,FER 427,COPAUPS,B=2.5 | D=1 | L=3
PASTEL,208381,FER 428,COPAUPS,B=5 | D=2 | L=6
PASTEL,208382,FER 434,COPAUPS,B=3 | C=3 | I=3
PASTEL,208383,FER 435,COPAUPS,B=8 | C=4 | I=12
PASTEL,208385,FER 468,COPAUPS,B=2 | C=20 | L=4
PASTEL,208386,FER 481,COPAUPS,C=12 | I=12
PASTEL,208387,FER 5435,COPAUPS,B=5 | E=10 | L=10
PASTEL,208388,FER 5445,COPAUPS,B=1.5 | E=3 | L=3
PASTEL,208389,FER 5527,COPAUPS,B=5 | C=5 | D=2.5
PASTEL,208390,FER 649,COPAUPS,B=1.25 | E=1.25 | V=0.34
PASTEL,208391,FER 650,COPAUPS,B=2.5 | E=2.5 | V=0.68
PASTEL,208392,FER 678,COPAUPS,B=2 | M=8 | SS=1
PASTEL,208393,FER Cool Gray 2,COPAUPS,B=5 | C=6 | D=1
PASTEL,208394,FER Cool Gray 3,COPAUPS,B=9 | C=4.5
PASTEL,208395,FER Cool Gray 4,COPAUPS,B=15 | C=7.5
PASTEL,208397,FER Warm Gray 1,COPAUPS,B=1.9 | C=1.5
PASTEL,208398,FER Warm Gray 2,COPAUPS,B=4 | C=3 | I=1
PASTEL,208399,FER Warm Gray 3,COPAUPS,B=10 | C=10 | R=3.35
PASTEL,208407,PAN 155,COPAUPS,C=24
PASTEL,208409,FER 162,COPAUPS,R=5.36 | T=16
PASTEL,208410,FER 482,COPAUPS,C=9 | F=1.5 | L=9
PASTEL,208416,FER 155,COPAUPS,C=24
PASTEL,208431,TER 3253,TER 3253,B=12 | C=2 | F=1.5
PASTEL,208432,ALB 01YY86/034 S2000,ALB 01YY86/034,R=0.7 | T=0.4
PASTEL,208440,8418-m,8418 - Moni Gomez Pileta,AXX=3 | B=3 | C=12 | D=8
PASTEL,208450,SW 6224,SW 6224,B=0.5 | E=1 | L=1
PASTEL,208466,COL N178-1,COL N178-1,B=1 | C=0.75 | I=0.25
PASTEL,208467,COL N181-6,COL N181-6,B=12 | C=9 | I=4
PASTEL,208489,ALB 34YY81/209.,ALB 34YY81/209,AXX=6 | C=6
PASTEL,208497,ALB 47BB74/091 S2000,ALB 47BB74/091,E=1.8 | L=0.4 | V=2
PASTEL,208514,CB B166 S2000,Arena del Desierto,C=1.9 | F=0.2 | L=7.4
PASTEL,208569,CI 0503-M,CI 0503-M King I/E,B=7.2 | E=5.4 | L=6.4
PASTEL,208575,SW OLIVA,SW OLIVA,B=6 | C=13 | D=1.7
PASTEL,208588,ALB 70BG70/113,ALB 70BG70/113,B=0.4 | E=3.4
PASTEL,208675,CB B378,Cocada,B=2.4 | C=10.2 | F=0.7
PASTEL,208678,CB Z037 S2000,OPALINO,C=0.3 | E=8.4 | V=0.9
PASTEL,208679,TARQ Rosa Colonial,Tarquini Rosa Colonial,B=1.2 | C=1.6 | I=5.5
PASTEL,208692,8546-M,Tortilla - M - Ale. R.,B=5 | C=15 | F=2
PASTEL,208693,7665-M,Green Light - M - Ale. R.,AXX=21 | D=4
PASTEL,208695,SW 7102,SW 7102,C=0.25 | L=0.25
PASTEL,208700,ALB 96YR46/065,ALB 96YR46/065,B=9.4 | C=7.8 | F=2.2
PASTEL,208708,PAN 537 S2000,PAN 537,B=6.3 | E=1.9 | V=0.7
PASTEL,208712,FER 537 S2000,FER 537,B=6.3 | E=1.9 | V=0.7
PASTEL,208715,CB B365,Camino de  Viento,B=1.7 | F=0.9
PASTEL,208718,CB B373,Palito de Chupetin,B=1.2 | C=0.8 | I=3.9
PASTEL,208722,ALB 71YY90/027,ALB 71YY90/027,C=0.1
PASTEL,225121,CB B395,Viento Helado,AXX=0.9 | E=5.6 | F=1.3
PASTEL,225146,8257-M,8257-M M. Edi.,B=16 | C=4 | I=2
PASTEL,225152,CB C089 NS,Iglesia Antigua,B=3.8 | L=0.4 | V=0.9
PASTEL,225214,CI 0021-M2,Barely White - Prof - Guy,AXX=0.73 | B=2.5 | C=0.4
PASTEL,225269,CI 0271-M,0271-M Santa Catalina,B=1 | C=2.75 | I=2
PASTEL,225280,ALB 44YY69/069,ALB 44YY69/069,C=0.9 | L=11.4
PASTEL,225282,ALB 38BB69/096 S2000,ALB 38BB69/096,E=2.1 | L=0.5 | V=1.8
PASTEL,225288,Gris Hielo,Gris Hielo - Sec Rap Br - Maccari,B=14 | E=2 | L=12
PASTEL,225306,SW 6289 S2000,SW 6289,B=3.7 | R=7.9 | T=1
PASTEL,225333,ALB 90GG83/011 S2000,ALB 90GG83/011,E=0.25 | L=0.12 | V=0.08
PASTEL,225340,CCP000,CREART Celeste Envejecido,B=5.3 | D=4 | L=2.2
PASTEL,225341,SW 7530,SW 7530,B=6.6 | C=16.8 | F=0.7
PASTEL,225342,8764-M,8764-M GERI ACRIL,B=1.2 | C=0.8 | I=1
PASTEL,225343,8762-M,8762-M GERI ACRIL,B=8 | C=7.2 | I=8
