COD,ARTIC,PR_CON_IVA,usa_tinto,tipo_tinto,base_tinto,base_fisica_tinto,factor_envase_tinto,ajuste_formula_tinto,factor_tinto,litros_reales,kilos_reales,unidad_detectada,confianza_tinto,regla_tinto,observacion_tinto
85104017,CREMAR MEMBRANA EN PASTA ROJO TEJA 20 K,5024.68,NO,,,,,,,,,,,,Sin base tintométrica detectada
85104014,CREMAR MEMBRANA EN PASTA ROJO TEJA 4 KG,1180.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
85039246-10,CREMAR PISCINAS ACUOSO CELESTE 10 LTS,165916.28,NO,,,,,,,,,,,,Sin base tintométrica detectada
83111016,CREMAR PROF ENDUIDO INT/EXT 10 LTS,456.04,NO,,,,,,,,,,,,Sin base tintométrica detectada
83111017,CREMAR PROF ENDUIDO INT/EXT 20 LTS,854.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
81411133,CREMAR PROF INT/EXT BLANCO 1 LT,140.32,NO,,,,,,,,,,,,Sin base tintométrica detectada
81411136,CREMAR PROF INT/EXT BLANCO 10 LT,965.52,NO,,,,,,,,,,,,Sin base tintométrica detectada
81411137,CREMAR PROF INT/EXT BLANCO 20 LTS,1843.07,NO,,,,,,,,,,,,Sin base tintométrica detectada
81411134,CREMAR PROF INT/EXT BLANCO 4 LT,422.36,NO,,,,,,,,,,,,Sin base tintométrica detectada
81711076,CREMAR PROF LATEX CIELOS RASOS BCO 10 L,627.35,NO,,,,,,,,,,,,Sin base tintométrica detectada
81711077,CREMAR PROF LATEX CIELOS RASOS BCO 20 L,1172.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
81711074,CREMAR PROF LATEX CIELOS RASOS BCO 4 LT,281.39,NO,,,,,,,,,,,,Sin base tintométrica detectada
84010146,CREMAR PROFESIONAL FIJADOR SELLADOR 10 LTS,581.84,NO,,,,,,,,,,,,Sin base tintométrica detectada
84010147,CREMAR PROFESIONAL FIJADOR SELLADOR 20 LTS,1083.91,NO,,,,,,,,,,,,Sin base tintométrica detectada
84010144,CREMAR PROFESIONAL FIJADOR SELLADOR 4 LTS,442.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
82111056,CREMAR PROFESIONAL LATEX INT BCO 10 LTS,740.75,NO,,,,,,,,,,,,Sin base tintométrica detectada
82111057,CREMAR PROFESIONAL LATEX INT BCO 20 LTS,1412.52,NO,,,,,,,,,,,,Sin base tintométrica detectada
82111054,CREMAR PROFESIONAL LATEX INT BCO 4 LTS,325.88,NO,,,,,,,,,,,,Sin base tintométrica detectada
89351027,CREMAR REVEST. RULATO/TRAVERTINO 25 KGS,127567.26,NO,,,,,,,,,,,,Sin base tintométrica detectada
89350367,CREMAR REVESTIMIENTO MEDIO TERRA 25 KGS,31141.36,NO,,,,,,,,,,,,Sin base tintométrica detectada
89350407,CREMAR REVESTIMIENTO NEGRO 25 KGS,47818.57,NO,,,,,,,,,,,,Sin base tintométrica detectada
83421206,CREMAR TECHOS Y MUROS CON PU BLANCO 10 K,111176.81,NO,,,,,,,,,,,,Sin base tintométrica detectada
83421207,CREMAR TECHOS Y MUROS CON PU BLANCO 20 K,209943.76,NO,,,,,,,,,,,,Sin base tintométrica detectada
83421204,CREMAR TECHOS Y MUROS CON PU BLANCO 4 KG,50240.39,NO,,,,,,,,,,,,Sin base tintométrica detectada
83424226,CREMAR TECHOS Y MUROS CON PU TEJA 10 KGS,111176.81,NO,,,,,,,,,,,,Sin base tintométrica detectada
83424227,CREMAR TECHOS Y MUROS CON PU TEJA 20 KGS,213904.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
83424224,CREMAR TECHOS Y MUROS CON PU TEJA 4 KGS,50240.39,NO,,,,,,,,,,,,Sin base tintométrica detectada
81811056,CREMARYL HOGAR LATEX INT/EXT BCO 10 LTS,735.38,NO,,,,,,,,,,,,Sin base tintométrica detectada
81811057,CREMARYL HOGAR LATEX INT/EXT BCO 20 LTS,1389.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
81811054,CREMARYL HOGAR LATEX INT/EXT BCO 4 LTS,334.18,NO,,,,,,,,,,,,Sin base tintométrica detectada
81711066,CREMARYL HOGAR LATEX INTERIOR BCO 10 LT,545.94,NO,,,,,,,,,,,,Sin base tintométrica detectada
81711067,CREMARYL HOGAR LATEX INTERIOR BCO 20 LT,1041.16,NO,,,,,,,,,,,,Sin base tintométrica detectada
81711064,CREMARYL HOGAR LATEX INTERIOR BCO 4 LTS,250.81,NO,,,,,,,,,,,,Sin base tintométrica detectada
34890053,DE BEER 1-204 CLEAR COAT MS 1 LT,1532.32,NO,,,,,,,,,,,,Sin base tintométrica detectada
34800022,DE BEER 47-35 HARDENER FAST 1/2 LT,8580.17,NO,,,,,,,,,,,,Sin base tintométrica detectada
34811456,DE BEER 8-145 HS SURFACER GREY 1 LT,17046.42,NO,,,,,,,,,,,,Sin base tintométrica detectada
34894124,"DE BEER BEROCRYL 412 BLACK 3,5 LTS",34357.79,NO,,,,,,,,,,,,Sin base tintométrica detectada
34894904,"DE BEER BEROCRYL EXTRA WHITE 3,5 LTS",52175.45,NO,,,,,,,,,,,,Sin base tintométrica detectada
34894194,"DE BEER BEROCRYL MAROON (419) 3,5 LTS",83403.87,NO,,,,,,,,,,,,Sin base tintométrica detectada
34894374,"DE BEER BEROCRYL RED (437) 3,5 LTS",73908.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
34894214,"DE BEER BEROCRYL RED OXIDE (421) 3,5 LTS",43813.31,NO,,,,,,,,,,,,Sin base tintométrica detectada
34894114,"DE BEER BEROCRYL SPECIAL BLACK (411) 3,5 LTS",42532.54,NO,,,,,,,,,,,,Sin base tintométrica detectada
34894004,"DE BEER BEROCRYL WHITE (400) 3,5 LTS",43954.46,NO,,,,,,,,,,,,Sin base tintométrica detectada
34894363,DE BEER BEROMIX 2036 LDFR ORANGE 1 LTS,38458.04,NO,,,,,,,,,,,,Sin base tintométrica detectada
34890013,DE BEER CLEAR COAT MS 1 LTS,1353.84,NO,,,,,,,,,,,,Sin base tintométrica detectada
34200043,DE BEER HARD FAST 8-140 1 LTS,16689.03,NO,,,,,,,,,,,,Sin base tintométrica detectada
52131005,DEMARCACION VIAL BLANCA ACRILICA 18 LTS,5952.52,NO,,,,,,,,,,,,Sin base tintométrica detectada
91500003,DESOXIDANTE FOSFATIZANTE 1 LT,15485.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
91500002,DESOXIDANTE FOSFATIZANTE 1/2 LTS,10910.61,NO,,,,,,,,,,,,Sin base tintométrica detectada
KBfosfa20,Desoxidante Fosfatizante 20L,1800.88,NO,,,,,,,,,,,,Sin base tintométrica detectada
91500004,DESOXIDANTE FOSFATIZANTE 5 LTS,53203.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
JMG201/2,DILUY. ESP. PARA SINTETICO - AGUARRAS 1/2LT,3769.33,NO,,,,,,,,,,,,Sin base tintométrica detectada
JMG20001,DILUY. ESP. PARA SINTETICO - AGUARRAS 1LT,6061.04,NO,,,,,,,,,,,,Sin base tintométrica detectada
JMG22001,DILUY. ESP. PARA SINTETICO - AGUARRAS 5T,28971.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
97000003,DILUYENTE EPOXI POLIAMIDA 1 LT,24702.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
97000004,DILUYENTE EPOXI POLIAMIDA 4 LTS,71243.34,NO,,,,,,,,,,,,Sin base tintométrica detectada
dilmul0500,DILUYENTE MULTIUSO 1/2,6906.69,NO,,,,,,,,,,,,Sin base tintométrica detectada
dilmulti0250,DILUYENTE MULTIUSO 1/4,3469.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
95700009,DILUYENTE MULTIUSO 18 LTS,253616.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
dilmul1000,DILUYENTE MULTIUSO 1lt (S),14823.01,NO,,,,,,,,,,,,Sin base tintométrica detectada
95700004,DILUYENTE MULTIUSO 4 LTS,66896.99,NO,,,,,,,,,,,,Sin base tintométrica detectada
dilmul4000,DILUYENTE MULTIUSO 4lt (S),57731.73,NO,,,,,,,,,,,,Sin base tintométrica detectada
dilmul5000,DILUYENTE MULTIUSO 5LT (S),71064.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
93300009,DILUYENTE P/POLIURETANO POLIESTER 200 LT,2551197.14,NO,,,,,,,,,,,,Sin base tintométrica detectada
93100003,DILUYENTE POLIURET 1 LTS,39495.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
93100002,DILUYENTE POLIURET 1/2 LTS,25030.77,NO,,,,,,,,,,,,Sin base tintométrica detectada
93100004,DILUYENTE POLIURET 4 LTS,120648.77,NO,,,,,,,,,,,,Sin base tintométrica detectada
93200004,DILUYENTE POLIURETANICO 4 LTS,104496.83,NO,,,,,,,,,,,,Sin base tintométrica detectada
JMG12005,DILUYENTE POLIURETANO 1/2LT,10192.77,NO,,,,,,,,,,,,Sin base tintométrica detectada
JMG12004,DILUYENTE POLIURETANO 1LT,16883.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
JMG11001,DILUYENTE POLIURETANO 5LT,69458.46,NO,,,,,,,,,,,,Sin base tintométrica detectada
93600027,DILUYENTE PU P/PRIMER Y CLEAR 2K 20 LTS,13166.39,NO,,,,,,,,,,,,Sin base tintométrica detectada
93600003,DILUYENTE PUR 2K Y CLEAR 2K 1 LTS,27957.55,NO,,,,,,,,,,,,Sin base tintométrica detectada
93600004,DILUYENTE PUR 2K Y CLEAR 2K 4 LTS,102085.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
AAD055,"DISCO AA PERF. NO PAST 5"" 180 ABR",1518.48,NO,,,,,,,,,,,,falso_positivo_pastel
KBDiscAbr,Disco abrasivo con abrojo,759.24,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001177,"DISCO CORTE P/METAL 180X1,6X22,23",5453.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001178,"DISCO CORTE P/METAL 230X1,9X22,23",8741.12,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001176,"DISCO DE CORTE P/METAL 115X1X22,23",2261.15,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001300,"DISCO DE LIMPIEZA 115X14X22,2MM",23772.31,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001179,"DISCO DESBASTE P/MET 115X6X22,23",1092.92,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001180,"DISCO DESBASTE P/MET 180X6X22,23",2223.45,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001181,"DISCO DESBASTE P/MET 230X6X22,23",3372.16,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001301,DISCO FLAP ZIRC. 115MMX22MM - 40,6502.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001302,DISCO FLAP ZIRC. 115MMX22MM - 60,6502.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001303,DISCO FLAP ZIRC. 115MMX22MM - 80,6502.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001304,DISCO FLAP ZIRC. 115MMX22MM- 100,6502.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001305,DISCO FLAP ZIRC. 115MMX22MM- 120,6502.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001405,DISCO VELCRO 125MM 8 PERF 100,811.64,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001406,DISCO VELCRO 125MM 8 PERF 120,811.64,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001407,DISCO VELCRO 125MM 8 PERF 150,811.64,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001408,DISCO VELCRO 125MM 8 PERF 180,811.64,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001409,DISCO VELCRO 125MM 8 PERF 220,811.64,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001402,DISCO VELCRO 125MM 8 PERF 40,811.64,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001403,DISCO VELCRO 125MM 8 PERF 60,811.64,NO,,,,,,,,,,,,Sin base tintométrica detectada
1001404,DISCO VELCRO 125MM 8 PERF 80,811.64,NO,,,,,,,,,,,,Sin base tintométrica detectada
86111003,DURALATEX CIELOS RASOS 1 LT,16748.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
86111007,DURALATEX CIELOS RASOS 20 LT,191323.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
86111004,DURALATEX CIELOS RASOS 4 LTS,48567.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
43192143,DURALUX AMARILLO SOL DA 1 LT,295.03,NO,,,,,,,,,,,,Sin base tintométrica detectada
43192142,DURALUX AMARILLO SOL DA 1/2 LT,178.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
43192144,DURALUX AMARILLO SOL DA 4 LTS,1124.57,NO,,,,,,,,,,,,Sin base tintométrica detectada
43196853,DURALUX AZUL MARINO DA 1 LTS,295.03,NO,,,,,,,,,,,,Sin base tintométrica detectada
43196852,DURALUX AZUL MARINO DA 1/2 LTS,178.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
43196854,DURALUX AZUL MARINO DA 4 LTS,1082.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
43194433,DURALUX BERMELLON D A 1 LTS,295.03,NO,,,,,,,,,,,,Sin base tintométrica detectada
43194432,DURALUX BERMELLON D A 1/2 LTS,178.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
43194434,DURALUX BERMELLON D A 4 LTS,1082.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
43191004,DURALUX BLANCO DOBLE ACCION  4 LTS,1001.20,NO,,,,,,,,,,,,Sin base tintométrica detectada
43191003,DURALUX BLANCO DOBLE ACCION 1 LTS,295.03,NO,,,,,,,,,,,,Sin base tintométrica detectada
43191002,DURALUX BLANCO DOBLE ACCION 1/2 LTS,178.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
43197303,DURALUX GRIS DOBLE ACCION 1 LTS,247.07,NO,,,,,,,,,,,,Sin base tintométrica detectada
43197302,DURALUX GRIS DOBLE ACCION 1/2 LTS,158.20,NO,,,,,,,,,,,,Sin base tintométrica detectada
43197304,DURALUX GRIS DOBLE ACCION 4 LTS,885.85,NO,,,,,,,,,,,,Sin base tintométrica detectada
43197403,DURALUX GRIS HIELO DA 1 LT,173.56,NO,,,,,,,,,,,,Sin base tintométrica detectada
43197404,DURALUX GRIS HIELO DA 4 LTS,661.36,NO,,,,,,,,,,,,Sin base tintométrica detectada
43191473,DURALUX MARFIL DOBLE ACCION 1 LT,281.93,NO,,,,,,,,,,,,Sin base tintométrica detectada
43191472,DURALUX MARFIL DOBLE ACCION 1/2 LT,170.14,NO,,,,,,,,,,,,Sin base tintométrica detectada
43191474,DURALUX MARFIL DOBLE ACCION 4 LTS,1074.58,NO,,,,,,,,,,,,Sin base tintométrica detectada
43193803,DURALUX MARRON DOBLE ACCION 1 LTS,220.66,NO,,,,,,,,,,,,Sin base tintométrica detectada
43193804,DURALUX MARRON DOBLE ACCION 4 LTS,791.47,NO,,,,,,,,,,,,Sin base tintométrica detectada
43197003,DURALUX NEGRO DOBLE ACCION 1 LTS,247.07,NO,,,,,,,,,,,,Sin base tintométrica detectada
43197002,DURALUX NEGRO DOBLE ACCION 1/2 LTS,158.20,NO,,,,,,,,,,,,Sin base tintométrica detectada
43197004,DURALUX NEGRO DOBLE ACCION 4 LTS,885.85,NO,,,,,,,,,,,,Sin base tintométrica detectada
43841003,DURALUX SEMI GLOSS BLANCO 1 LTS,31796.85,NO,,,,,,,,,,,,Sin base tintométrica detectada
43841002,DURALUX SEMI GLOSS BLANCO 1/2 LTS,18798.17,NO,,,,,,,,,,,,Sin base tintométrica detectada
43841007,DURALUX SEMI GLOSS BLANCO 20 LTS,501572.68,NO,,,,,,,,,,,,Sin base tintométrica detectada
43841004,DURALUX SEMI GLOSS BLANCO 4 LTS,110740.79,NO,,,,,,,,,,,,Sin base tintométrica detectada
43195743,DURALUX VERDE INGLES DA 1 LTS,295.03,NO,,,,,,,,,,,,Sin base tintométrica detectada
43195742,DURALUX VERDE INGLES DA 1/2 LTS,178.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
43195744,DURALUX VERDE INGLES DA 4 LTS,1082.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
43198353,DURALUX VIOLETA DOBLE ACCION 1 LT,295.03,NO,,,,,,,,,,,,Sin base tintométrica detectada
43198352,DURALUX VIOLETA DOBLE ACCION 1/2 LT,178.08,NO,,,,,,,,,,,,Sin base tintométrica detectada
43198354,DURALUX VIOLETA DOBLE ACCION 4 LTS,1124.57,NO,,,,,,,,,,,,Sin base tintométrica detectada
ST03045,ECCOLE 95,6368.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
ST02284,EL PULPITO 120G,9579.65,NO,,,,,,,,,,,,Sin base tintométrica detectada
ST02286,EL PULPITO 400G,22506.39,NO,,,,,,,,,,,,Sin base tintométrica detectada
ST02283,EL PULPITO 50G,6447.07,NO,,,,,,,,,,,,Sin base tintométrica detectada
std5lt,Eliminar,2662.51,NO,,,,,,,,,,,,Sin base tintométrica detectada
IQA10490,Eliminar,607.58,NO,,,,,,,,,,,,Sin base tintométrica detectada
IQA103090,Eliminar,542.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
EEA18,EMULSION ASFALTICA BASE ACUOSA 18 LTS,1011.98,NO,,,,,,,,,,,,Sin base tintométrica detectada
60403103,"ENDUMIX 1,50 KG",8392.35,NO,,,,,,,,,,,,Sin base tintométrica detectada
60403107,ENDUMIX 20 KG,94996.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
60403104,ENDUMIX 5 KG,26885.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
83011003,ENDUPLAST ENDUIDO EXTERIOR 1 LTS,12787.86,NO,,,,,,,,,,,,Sin base tintométrica detectada
83021006,ENDUPLAST ENDUIDO EXTERIOR 10 LTS,79576.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
83021057,ENDUPLAST ENDUIDO EXTERIOR 25 KGS.,115811.65,NO,,,,,,,,,,,,Sin base tintométrica detectada
83021004,ENDUPLAST ENDUIDO EXTERIOR 4 LTS,33025.58,NO,,,,,,,,,,,,Sin base tintométrica detectada
83111003,ENDUPLAST ENDUIDO INTERIOR 1 LTS,10740.54,NO,,,,,,,,,,,,Sin base tintométrica detectada
83121006,ENDUPLAST ENDUIDO INTERIOR 10 LTS,66296.71,NO,,,,,,,,,,,,Sin base tintométrica detectada
83121057,ENDUPLAST ENDUIDO INTERIOR 25 KGS,91145.34,NO,,,,,,,,,,,,Sin base tintométrica detectada
83121004,ENDUPLAST ENDUIDO INTERIOR 4 LTS,26474.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
KB12002,ENTONADOR 240 CM3 ROBLE OSCURO,389.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
MC10,ESCALERA COMBINADA SCALA N10 ALT. 2.63mts,5940.71,NO,,,,,,,,,,,,Sin base tintométrica detectada
MC3,ESCALERA COMBINADA SCALA N3 ALT. 0.78mts,1851.72,NO,,,,,,,,,,,,Sin base tintométrica detectada
MC4,"ESCALERA COMBINADA SCALA N4 ALT. 1,00mts",2555.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
MC5,"ESCALERA COMBINADA SCALA N5 ALT. 1,28mts",3139.26,NO,,,,,,,,,,,,Sin base tintométrica detectada
MC6,"ESCALERA COMBINADA SCALA N6 ALT. 1,55mts",3726.42,NO,,,,,,,,,,,,Sin base tintométrica detectada
MC7,"ESCALERA COMBINADA SCALA N7 ALT. 1,80mts",4209.25,NO,,,,,,,,,,,,Sin base tintométrica detectada
MC8,ESCALERA COMBINADA SCALA N8 ALT. 2.09mts,4738.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
MC9,ESCALERA COMBINADA SCALA N9 ALT. 2.36mts,5498.58,NO,,,,,,,,,,,,Sin base tintométrica detectada
MP10,ESCALERA PINTOR SCALA N10 ALT. 2.90mts,6694.13,NO,,,,,,,,,,,,Sin base tintométrica detectada
MP13,ESCALERA PINTOR SCALA N13 ALT. 3.72mts,9813.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
MP3,ESCALERA PINTOR SCALA N3 ALT. 1.00mts,2042.73,NO,,,,,,,,,,,,Sin base tintométrica detectada
MP4,ESCALERA PINTOR SCALA N4 ALT. 1.28mts,2918.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
MP5,ESCALERA PINTOR SCALA N5 ALT. 1.55mts,3535.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
MP6,ESCALERA PINTOR SCALA N6 ALT. 1.82mts,4253.46,NO,,,,,,,,,,,,Sin base tintométrica detectada
MP7,ESCALERA PINTOR SCALA N7 ALT. 2.09mts,4748.68,NO,,,,,,,,,,,,Sin base tintométrica detectada
MP8,ESCALERA PINTOR SCALA N8 ALT. 2.36mts,48571.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
MP9,ESCALERA PINTOR SCALA N9 ALT. 1527mts,6154.73,NO,,,,,,,,,,,,Sin base tintométrica detectada
650211,ESCALERA PINTOR TELESCOPICAS,235714.28,NO,,,,,,,,,,,,Sin base tintométrica detectada
EG1250402,"ESCALERA TELESCOPICA 3,8 mts",295467.87,NO,,,,,,,,,,,,Sin base tintométrica detectada
650210,ESCALERA TIPO ANDAMIO 3 X 4,215714.29,NO,,,,,,,,,,,,Sin base tintométrica detectada
48090967,ESM POLIURETANO INT/EXT BASE CLEAR 16 LTS 4:1,571888.88,NO,,,,,,,,,,,,Sin base tintométrica detectada
48090992,ESM POLIURETANO INT/EXT BLANCA 4.88 LTS (A+B) 4:1,191608.98,NO,,,,,,,,,,,,Sin base tintométrica detectada
42190994,"ESM SINTETICO DTM BASE BLANCA 3,75 LTS",125283.80,NO,,,,,,,,,,,,Sin base tintométrica detectada
56579004,ESM.ALUMINIO MED.TEMP.450*C 4 LTS,295828.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
56327003,ESMALTE ALTA TEMP NEGRO 450 C x 1 LT,37870.39,NO,,,,,,,,,,,,Sin base tintométrica detectada
56327004,ESMALTE ALTA TEMP NEGRO 450 C x 4 LT,142606.75,NO,,,,,,,,,,,,Sin base tintométrica detectada
45279003,ESMALTE ALUMINIO MEDIA TEMP 250 C x 1 LT,35938.89,NO,,,,,,,,,,,,Sin base tintométrica detectada
45279004,ESMALTE ALUMINIO MEDIA TEMP 250 C x 4 LT,131990.81,NO,,,,,,,,,,,,Sin base tintométrica detectada
72592651,ESMALTE EPOXI BRILLANTE AMARILLO 1 LTS,65387.49,NO,,,,,,,,,,,,Sin base tintométrica detectada
72592652,ESMALTE EPOXI BRILLANTE AMARILLO 4 LTS,265843.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
72596541,ESMALTE EPOXI BRILLANTE AZUL 1 LTS (A+B),653.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
72596542,ESMALTE EPOXI BRILLANTE AZUL 4 LTS (A+B),2377.69,NO,,,,,,,,,,,,Sin base tintométrica detectada
72591001,ESMALTE EPOXI BRILLANTE BLANCO 1 LT  (A+B),60325.60,NO,,,,,,,,,,,,Sin base tintométrica detectada
72591002,ESMALTE EPOXI BRILLANTE BLANCO 4 LTS (A+B),215752.62,NO,,,,,,,,,,,,Sin base tintométrica detectada
72597251,ESMALTE EPOXI BRILLANTE GRIS 1 LTS (A+B),65055.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
72597252,ESMALTE EPOXI BRILLANTE GRIS 4 LTS (A+B),230086.67,NO,,,,,,,,,,,,Sin base tintométrica detectada
72597001,ESMALTE EPOXI BRILLANTE NEGRO 1 LTS (A+B),65047.34,NO,,,,,,,,,,,,Sin base tintométrica detectada
72597002,ESMALTE EPOXI BRILLANTE NEGRO 4 LTS (A+B),234389.52,NO,,,,,,,,,,,,Sin base tintométrica detectada
72595431,ESMALTE EPOXI BRILLANTE VERDE MAQUINA 1 LTS,690.56,NO,,,,,,,,,,,,Sin base tintométrica detectada
72595432,ESMALTE EPOXI BRILLANTE VERDE MAQUINA 4 LTS,232385.84,NO,,,,,,,,,,,,Sin base tintométrica detectada
72052602,ESMALTE EPOXI HB PISOS AMARILLO 4 LT (A+B),260409.28,NO,,,,,,,,,,,,Sin base tintométrica detectada
72052601,ESMALTE EPOXI HB PISOS AMARILLO VIAL 1 LT (A+B),742.87,NO,,,,,,,,,,,,Sin base tintométrica detectada
72055751,ESMALTE EPOXI HB PISOS VERDE INGLES 1 LT (A+B),724.86,NO,,,,,,,,,,,,Sin base tintométrica detectada
72055752,ESMALTE EPOXI HB VERDE INGLES 4 LT (A+B),195243.01,NO,,,,,,,,,,,,Sin base tintométrica detectada
72051001,ESMALTE EPOXI PISOS BLANCO 1 LT (A+B),556.94,NO,,,,,,,,,,,,Sin base tintométrica detectada
72051002,ESMALTE EPOXI PISOS BLANCO 4 LT (A+B),161793.55,NO,,,,,,,,,,,,Sin base tintométrica detectada
72057331,ESMALTE EPOXI PISOS GRIS 1 LT (A+B),335.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
72057332,ESMALTE EPOXI PISOS GRIS 4 LT (A+B),150001.70,NO,,,,,,,,,,,,Sin base tintométrica detectada
72057001,ESMALTE EPOXI PISOS NEGRO 1 LT (A+B),526.02,NO,,,,,,,,,,,,Sin base tintométrica detectada
72057002,ESMALTE EPOXI PISOS NEGRO 4 LT (A+B),150001.70,NO,,,,,,,,,,,,Sin base tintométrica detectada
72054031,ESMALTE EPOXI PISOS ROJO CERAMICO 1 LT (A+B),372.63,NO,,,,,,,,,,,,Sin base tintométrica detectada
72054032,ESMALTE EPOXI PISOS ROJO CERAMICO 4 LT (A+B),144394.27,NO,,,,,,,,,,,,Sin base tintométrica detectada
52551007,ESMALTE IGNIFUGO BLANCO 20 LTS,1460872.46,NO,,,,,,,,,,,,Sin base tintométrica detectada
52551004,ESMALTE IGNIFUGO BLANCO 4 LTS,320845.42,NO,,,,,,,,,,,,Sin base tintométrica detectada
42117033,ESMALTE PIZARRON NEGRO 1 LTS,25976.41,NO,,,,,,,,,,,,Sin base tintométrica detectada
42117032,ESMALTE PIZARRON NEGRO 1/2 LTS,16362.02,NO,,,,,,,,,,,,Sin base tintométrica detectada
42115653,ESMALTE PIZARRON VERDE 1 LTS,321.92,NO,,,,,,,,,,,,Sin base tintométrica detectada
42115652,ESMALTE PIZARRON VERDE 1/2 LTS,187.61,NO,,,,,,,,,,,,Sin base tintométrica detectada
42199017,ESMALTE SINTETICO DTM ALUMINIO 20LTS,546124.43,NO,,,,,,,,,,,,Sin base tintométrica detectada
42199014,ESMALTE SINTETICO DTM ALUMINIO 4LTS,157732.45,NO,,,,,,,,,,,,Sin base tintométrica detectada
42192637,ESMALTE SINTETICO DTM AMARILLO 20LTS,749336.19,NO,,,,,,,,,,,,Sin base tintométrica detectada
42192634,ESMALTE SINTETICO DTM AMARILLO 4LTS,107623.83,NO,,,,,,,,,,,,Sin base tintométrica detectada
42192177,ESMALTE SINTETICO DTM AMARILLO MED 20 LTS,740784.06,NO,,,,,,,,,,,,Sin base tintométrica detectada
42192174,ESMALTE SINTETICO DTM AMARILLO MED 4 LTS,155953.90,NO,,,,,,,,,,,,Sin base tintométrica detectada
42196897,ESMALTE SINTETICO DTM AZUL MARINO 20LTS,665092.02,NO,,,,,,,,,,,,Sin base tintométrica detectada
42196894,ESMALTE SINTETICO DTM AZUL MARINO 4LTS,141080.95,NO,,,,,,,,,,,,Sin base tintométrica detectada
42196567,ESMALTE SINTETICO DTM AZULEJO 20LTS,532640.44,NO,,,,,,,,,,,,Sin base tintométrica detectada
42196564,ESMALTE SINTETICO DTM AZULEJO 4LTS,104924.04,NO,,,,,,,,,,,,Sin base tintométrica detectada
