COD,ARTIC,PR_CON_IVA,usa_tinto,tipo_tinto,base_tinto,base_fisica_tinto,factor_envase_tinto,ajuste_formula_tinto,factor_tinto,litros_reales,kilos_reales,unidad_detectada,confianza_tinto,regla_tinto,observacion_tinto
37901351,"MIPA 2K ELASTIC 0,25 LTS",10358.86,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
600246,MIPA MESSTAB METALL KURZ.,10423.06,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
60404554,ADHESIVO VENECIANO 5KG,10437.00,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099242,MM924 W BASE BLUE GREEN 1/2 LTS,10838.70,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
42190963,ESM. SINTETICO DTM BASE ACCENT 0.900LTS,10884.87,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
w38484,LLANA FRENTISTA IMPORT 12x25,7013.16,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099552,MM955 WBASE TR RED 1/2 LTS,11135.65,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34890063,DE BEER 1-103 CLEAR COAT 2K 1 LTS,11158.54,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
89361009,OBRAPLAST REVOQUE ACRILICO BLANCO 250 KGS,10982.46,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
37211801,TRIMAS MASILLA POLIESTER TRAD 1/4 KGS,11354.05,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099402,MM940 WBASE LDFR YELLOW ORANG 1/2 LTS,11593.48,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
81311009,OBRAPLAST LATEX EXTERIOR SUPERIOR (P600) 200 LTS,11282.45,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099602,MM960 WBASE MICA RED 1/2 LTS,11670.33,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099432,MM943 WBASE TR YELLOW GREEN 1/2 LTS,11694.80,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
81611013,PROFESIONAL EXTERIOR BLANCO 1 LTS,9075.05,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120102,"MIPA WBC M10 PERLGELB 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120202,"MIPA WBC M20 PERLKUPFER 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120302,"MIPA WBC M30 PERLROT 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120312,"MIPA WBC M31 PERLROT TRANSP. 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120322,"MIPA WBC M32 PERLROT FEIN 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120332,"MIPA WBC M33 PERLMARRON 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120402,"MIPA WBC M40 PERLVIOLETT 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120502,"MIPA WBC M50 PERLBLAU 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120512,"MIPA WBC M51 PERLBRAU FEIN 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120522,"MIPA WBC M52 PERLBLAUGR N 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120602,"MIPA WBC M60 PERLGR N 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120902,"MIPA WBC M90 PERLWEIB EXTRA FEIN 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120912,"MIPA WBC M91 PERLWEIB FEIN 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50120922,"MIPA WBC M92 PERLWEIB 0,5 LT",11757.93,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099422,MM942 WBASE LDFR YELLOW 1/2 LTS,11824.22,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
76690961,"PORCELANATO LIQUIDO A + B CLEAR 0,97 L",11888.56,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
76691001,"PORCELANATO LIQUIDO A + B BLANCO 0,97 LTS",11888.56,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
76691181,"PORCELANATO LIQUIDO A + B BEIGE 0,97 LTS",11888.56,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
76697001,"PORCELANATO LIQUIDO A + B NEGRO 0,97 LTS",11888.56,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099512,MM951 WBASE TR RED BROWN 1/2 LTS,11895.78,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099482,MM948 WBASE TR ORAN 1/2 LTS,11980.29,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
81420993,PROFESIONAL IE BLANCO x 1 LT,9271.35,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
81611023,ACRILPLAST INTERIOR BLANCO 1 LTS,9331.82,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099222,MM922 WBASE TR BRIGHT RED 1/2 LTS,12129.08,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099562,MM956 WBASE TR MEDIUM RED 1/2 LTS,12218.20,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34894023,DE BEER BEROMIX 2002 YELLOW OXIDE  1 L,12275.24,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34800023,DE BEER 47-35 HARDENER FAST 1 LTS,12366.48,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099592,MM959 WBASE MICA WHITE FINE 1/2 LTS,12502.82,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
604102,ALMANAQUES COLORSHOP X 1 UNIDAD,12523.50,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099053,MM905 WBASE BRIGHT BLUE 1 LTS,12584.83,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099632,MM963 WBASE MICA YELLOW 1/2 LTS,12593.85,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34811444,"DE BEER PRIMER FILLER P150 3,6LTS",12599.78,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
590947,PN 940 KIT AUTO 1,12694.65,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34890043,DE BEER 8-104 HS CLEAR COAT 1 LTS,12735.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34800043,DE BEER 47-30 HARDENER VERY FAST 1 LT,10891.29,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099572,MM957 WBASE TR RED 1/2 LTS,12882.48,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099652,MM965 WBASE MICA PURPLE 1/2 LTS,13038.42,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099642,MM964 MBASE MICA GREEN BLUE 1/2 LTS,13068.35,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
35591007,ESM. POLIURETANO ACR. DTM  BLANCA (3:1) A  20 lts,13120.19,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
43589081,AEROSOL SINTE EPOXI ACERO 240 CC,13406.58,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
60404204,MEMBRANA CEMENTICIA MONOCOMPONENTE 4 KGS,13440.00,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099622,MM962 WBASE MICA GREEN 1/2 LTS,13445.04,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34830082,"MIPA 2K-MS HARTER MS NORMAL 0,5 LTS",13622.14,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099522,MM952 WBASE MICA RED FINE 1/2 LTS,13654.21,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
590948,PN 941 KIT AUTO 2,13739.67,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099542,MM954 WBASE MICA RE 1/2 LTS,13771.19,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
43502732,MTN PINTURA FLEUR BLANCO 130 CC,13775.85,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34830063,"MIPA 2K-MS-HARTER MS 10  0,5 LTS",13876.89,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099202,MM920 W BASE GREEN 1/2 LTS,13972.51,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
31600605,PISOS PU 621 SL AUTONIV. C 9.33KG,14189.96,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099662,MM966 WBASE MICA COPPER 1/2 LTS,14379.02,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
40300902,BRIK-CEN CH-135 ADHESIVO MONTAJE 12x150,11048.66,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099672,MM967 WBASE METALLIC GOLD 1/2 LTS,14490.60,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
605207,DELANTALES COLORSHOP X 1 UNIDAD,14496.28,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34894433,DE BEER BEROMIX 2043 TRNSP YELLOWGRE 1 L,14543.06,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099823,MM913VC WBASE MET VERY COARSE 1 LTS,14601.92,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
81003003,CASABLANCA INTERIOR PAREDES 1 LTS,14619.27,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
84111013,RECUPLAST TRADICIONAL BLANCO 1 KGS,14626.71,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
84114023,RECUPLAST TRADICIONAL TEJA 1 KGS,14626.71,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
84115313,RECUPLAST TADICIONAL VDE CEMENTO 1 KGS,14626.71,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
81019103,CB PROTECTOR HORMIGON SATINADO 1 LT,14691.76,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34800033,DE BEER 8-130 HS HARDENER VERY FAST 1 LTS,14695.01,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099732,MM973 WBASE XIRALL GOLD 1/2 LTS,14734.56,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
82930504,ADHESIVO PARA LADRILLOS Y BLOQUES 3 KGS,14766.11,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
83421224,CONCIENCIA MEMB CON PU BLANCA 4 KGS,14818.48,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
83425324,CONCIENCIA MEMB CON PU TEJA 4 KGS,14818.48,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099692,MM969 WBASE XIRALL RED 1/2 LTS,14838.29,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
60404527,ADHESIVO IMPERMEABLE 25KG,14875.68,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
43502123,MTN INDUSTRIAL DEMARCACION BLANCO 750 ML,15156.65,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
43502134,MTN INDUSTRIAL DEMARCACION AMARILLO 750 M,15156.65,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099472,MM947 W BASE TRANSPARENT YELLOW 1/2LTS,15211.01,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34894443,DE BEER BEROMIX 2044 PURPLE RED  1 LTS,15240.18,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099993,MM999 WBASE FLOP ADDITIVE 1 LTS,15259.26,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34200033,DE BEER HARD HIGH 8-150 x 1 LT,12343.33,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099722,MM972 WBASE XIRALL BLUE 1/2 LTS,15343.33,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50180004,MIPA WBC VERDUNNUNG - DILUY 5 LTS,15351.60,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
99300023,THINNER STANDARD REFINISH 1 LTS,15417.64,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
82930006,HIDROFUGO 10 KGS,15485.06,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099033,MM903 WBASE BLUE 1 LTS,15697.06,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099503,MM950 W BASE DEEP BLACK 1 LTS,15836.84,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099463,MM946 WBASE BLUE GREEN 1 LTS,15866.78,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099742,MM974 WBASE XIRALL GREEN 1/2 LTS,15874.62,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099123,MM912 WBASE MIX BLACK 1 LTS,16058.53,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
84717203,RECUPLAST TECHOS GRIS 1 LT,15721.42,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099903,MM990 W BASE EXTRA WHITE 1LT,16270.27,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099113,MM911 WBASE DEEP BLACK 1 LTS,16289.42,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50180014,MIPA WBC REINIGER- DESENG 5 LTS,16290.61,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50100103,MIPA WBC A010 METAL EXTRA FEIN 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50100123,MIPA WBC A012 METAL SEHR FEIN 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50100133,MIPA WBC A013 BRILL METAL SEHR FEIN 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50100143,MIPA WBC A014 BRILL METAL FEIN 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50100153,MIPA WBC A015 METALLIC FEIN 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50100163,MIPA WBC A016 BRILLANT METALIC 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50100183,MIPA WBC A018 METAL MITTELGROB 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50113503,MIPA WBC T350 MARRON T350 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50113603,MIPA WBC T360 MARRONROT 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50113703,MIPA WBC T370 ROSAROT 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50113803,MIPA WBC T380 ROTVIOLETT 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50115003,MIPA WBC T500 BLAUVIOLETT 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50115203,MIPA WBC T520 MITTELBLAU 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50115603,MIPA WBC T560 TIEFBLAU 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50119003,MIPA WBC T900 WEIB 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50119203,MIPA WBC T920 WEIB PLUS 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50119503,MIPA WBC T950 SCHWARZ 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50119703,MIPA WBC T970 TIEFSCHWARZ 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50119803,MIPA WBC T980 SUPER SCHWARZ 1 LT,16422.77,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50140013,MIPA WBC ADDITIV ETR - ACEL SEC 1 LTS,16423.61,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099232,MM923 WBASE MET BRITHT ORANGE 1/2 LT,16442.62,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
81008003,CASABLANCA EXTERIOR PAREDES 1 LTS,16567.74,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
650344,ESCALERA MULTIFUNCION 4 X 4,13353.95,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099193,MM919 WBASE MAROON 1 LTS,16877.35,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
90800012,ANTIBURBUJAS PORC LIQ SINTEPLAST 500 ML,16887.16,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099793,MM979 WBASE SPEC BLACK 1 LTS,16890.10,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
60400204,ADHESIVO REFRACTARIO 5 KGS,17048.68,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099762,MM976 W BASE MICA BLUE FINE 1/2 LTS,17136.26,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099003,MM900 WBASE WHITE 1 LTS,17163.96,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
76400207,PISOS CARGA MORTERO 25 KGS,17396.99,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
34890075,DE BEER CLEAR C410 5 LTS,17402.20,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099383,MM938 WBASE RED 1 LTS,17498.15,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099343,MM934 W BASE BRIGHT BLUE 1 LTS,17508.59,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099803,MM913 WBASE METALLI 1 LTS,17647.64,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
82930035,ACELERANTE DE FRAGUE CC 5 KG,17713.89,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
15211017,TRIMAS PRIMER UNIVERSAL 1K BLANCO 20 LTS,17748.66,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
86221003,DURALATEX BANOS Y COCINAS 1 LT,13937.94,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
601829,COLOR WALL STICK BOX,18089.50,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
50099752,MM975 W BASE METALLIC GOLD 1/2 LTS,18169.29,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
43502112,MTN INDUSTRIAL SOLVENTE DE LIMPIEZA 400 ML,18257.10,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
82930023,POTENCIADOR LATEX 1 KG,18354.87,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
82013253,ACRILPLAST I/E AVELLANA 1 LTS,18409.24,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
95700003,DILUYENTE MULTIUSO 1 LT,18452.92,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
605226,BUZO COLORSHOP MEDIO CIERRE FRIZA,18622.66,NO,,,,,,,,,,,AGREGADO_DESDE_YOPPEN,Producto agregado automáticamente desde lista Yoppen 22-5-26.
